date_time,Albania_maxtempC,Albania_mintempC,Albania_totalSnow_cm,Albania_sunHour,Albania_uvIndex,Albania_moon_illumination,Albania_moonrise,Albania_moonset,Albania_sunrise,Albania_sunset,Albania_DewPointC,Albania_FeelsLikeC,Albania_HeatIndexC,Albania_WindChillC,Albania_WindGustKmph,Albania_cloudcover,Albania_humidity,Albania_precipMM,Albania_pressure,Albania_tempC,Albania_visibility,Albania_winddirDegree,Albania_windspeedKmph,Albania_location
2020-05-13,27,16,0.0,14.3,6,55,12:09 AM,09:44 AM,04:24 AM,06:51 PM,12,22,22,22,8,13,54,0.0,1018,27,10,141,5,Albania
2020-05-14,30,18,0.0,14.3,7,48,12:47 AM,10:46 AM,04:23 AM,06:52 PM,12,25,25,24,10,29,48,0.0,1015,30,10,189,6,Albania
2020-05-15,28,19,0.0,14.3,6,40,01:19 AM,11:48 AM,04:22 AM,06:53 PM,10,24,24,24,13,41,45,0.0,1015,28,10,176,8,Albania
2020-05-16,30,17,0.0,14.3,7,33,01:47 AM,12:47 PM,04:21 AM,06:54 PM,14,25,25,24,9,13,54,0.0,1017,30,10,219,6,Albania
2020-05-17,34,21,0.0,14.4,8,26,02:12 AM,01:47 PM,04:20 AM,06:55 PM,15,29,29,28,7,21,51,0.0,1018,34,10,187,4,Albania
2020-05-18,30,21,0.0,13.4,7,19,02:35 AM,02:45 PM,04:19 AM,06:56 PM,15,27,27,25,9,54,53,0.0,1017,30,10,158,6,Albania
2020-05-19,32,20,0.0,14.4,7,11,02:58 AM,03:44 PM,04:18 AM,06:57 PM,17,27,27,25,12,16,60,0.0,1014,32,10,170,8,Albania
2020-05-20,25,18,0.0,11.2,5,4,03:21 AM,04:43 PM,04:17 AM,06:58 PM,16,23,23,22,11,46,70,5.9,1008,25,10,222,8,Albania
2020-05-21,23,14,0.0,11.2,5,0,03:46 AM,05:44 PM,04:16 AM,06:59 PM,14,18,19,18,11,62,76,3.1,1010,23,10,141,7,Albania
2020-05-22,25,13,0.0,14.5,6,0,04:14 AM,06:46 PM,04:16 AM,07:00 PM,9,19,20,19,15,5,58,0.0,1020,25,10,167,10,Albania
2020-05-23,23,14,0.0,14.5,6,3,04:47 AM,07:49 PM,04:15 AM,07:01 PM,9,19,20,19,9,14,55,0.0,1024,23,10,190,7,Albania
2020-05-24,25,16,0.0,14.5,6,10,05:26 AM,08:50 PM,04:14 AM,07:01 PM,12,20,20,20,10,26,64,0.0,1023,25,10,163,7,Albania
2020-05-25,24,15,0.0,13.5,5,17,06:11 AM,09:48 PM,04:13 AM,07:02 PM,11,19,20,19,13,38,64,0.2,1022,24,10,155,9,Albania
2020-05-26,21,12,0.0,9.3,4,25,07:05 AM,10:39 PM,04:13 AM,07:03 PM,8,17,18,17,14,74,60,5.6,1019,21,10,160,9,Albania
2020-05-27,22,12,0.0,12.4,4,32,08:06 AM,11:25 PM,04:12 AM,07:04 PM,7,17,19,17,14,43,57,0.3,1020,22,10,205,9,Albania
2020-05-28,22,11,0.0,11.4,4,39,09:13 AM,No moonset,04:12 AM,07:05 PM,8,16,17,16,14,44,62,1.4,1019,22,10,196,10,Albania
2020-05-29,22,11,0.0,10.4,4,47,10:23 AM,12:04 AM,04:11 AM,07:06 PM,10,17,18,17,11,56,67,2.4,1017,22,10,214,7,Albania
2020-05-30,21,11,0.0,11.4,4,54,11:34 AM,12:39 AM,04:11 AM,07:07 PM,10,16,16,16,9,54,68,1.9,1016,21,10,195,7,Albania
2020-05-31,20,14,0.0,10.4,4,58,12:46 PM,01:10 AM,04:10 AM,07:07 PM,11,16,16,16,8,65,70,1.4,1015,20,9,162,5,Albania
2020-06-01,20,13,0.0,9.4,4,71,01:59 PM,01:39 AM,04:10 AM,07:08 PM,12,16,16,16,12,75,77,15.8,1012,20,9,210,8,Albania
2020-06-02,22,12,0.0,14.5,5,79,03:13 PM,02:08 AM,04:09 AM,07:09 PM,11,17,17,17,11,8,69,0.0,1011,22,10,231,8,Albania
2020-06-03,22,13,0.0,14.5,5,86,04:28 PM,02:38 AM,04:09 AM,07:09 PM,11,17,18,17,11,9,67,0.0,1010,22,10,193,8,Albania
2020-06-04,25,14,0.0,14.5,6,94,05:44 PM,03:11 AM,04:08 AM,07:10 PM,11,19,21,19,15,12,61,0.0,1011,25,10,163,11,Albania
2020-06-05,20,14,0.0,10.4,4,100,06:58 PM,03:50 AM,04:08 AM,07:11 PM,10,16,16,16,13,54,68,2.0,1010,20,9,94,7,Albania
2020-06-06,23,15,0.0,10.4,5,100,08:07 PM,04:34 AM,04:08 AM,07:11 PM,14,19,20,19,14,69,77,14.9,1007,23,9,204,8,Albania
2020-06-07,24,13,0.0,14.5,6,84,09:09 PM,05:26 AM,04:08 AM,07:12 PM,13,19,20,19,8,35,72,0.3,1010,24,10,166,6,Albania
2020-06-08,26,15,0.0,10.4,5,76,10:01 PM,06:24 AM,04:07 AM,07:13 PM,14,22,22,21,8,55,69,2.1,1010,26,10,156,6,Albania
2020-06-09,27,16,0.0,11.4,5,69,10:44 PM,07:27 AM,04:07 AM,07:13 PM,14,23,23,22,9,46,63,1.8,1010,27,10,171,6,Albania
2020-06-10,24,17,0.0,10.4,5,61,11:19 PM,08:31 AM,04:07 AM,07:14 PM,13,22,22,20,11,46,66,3.5,1011,24,10,185,7,Albania
2020-06-11,23,14,0.0,13.5,5,54,11:49 PM,09:34 AM,04:07 AM,07:14 PM,10,19,20,19,10,35,59,1.4,1011,23,10,186,7,Albania
2020-06-12,23,15,0.0,13.5,5,46,No moonrise,10:36 AM,04:07 AM,07:15 PM,11,19,20,19,10,29,63,0.0,1012,23,10,205,7,Albania
2020-06-13,23,15,0.0,14.5,6,38,12:15 AM,11:36 AM,04:07 AM,07:15 PM,14,19,20,19,9,14,73,0.0,1012,23,10,217,7,Albania
2020-06-14,27,15,0.0,14.5,6,31,12:39 AM,12:35 PM,04:07 AM,07:16 PM,14,23,23,22,8,25,68,0.4,1010,27,10,187,6,Albania
2020-06-15,24,16,0.0,11.5,5,23,01:02 AM,01:34 PM,04:07 AM,07:16 PM,14,22,22,20,10,52,71,3.7,1010,24,10,195,7,Albania
2020-06-16,23,15,0.0,11.5,5,16,01:25 AM,02:32 PM,04:07 AM,07:16 PM,14,19,20,19,12,56,75,7.1,1010,23,9,211,8,Albania
2020-06-17,23,15,0.0,11.5,5,8,01:49 AM,03:33 PM,04:07 AM,07:17 PM,15,19,20,19,9,55,79,1.8,1010,23,9,194,6,Albania
2020-06-18,24,17,0.0,9.4,5,1,02:15 AM,04:34 PM,04:07 AM,07:17 PM,15,21,21,20,13,67,73,11.9,1012,24,9,210,8,Albania
2020-06-19,25,16,0.0,14.5,6,0,02:46 AM,05:38 PM,04:07 AM,07:17 PM,14,21,21,21,10,7,69,0.0,1015,25,10,191,8,Albania
2020-06-20,27,17,0.0,14.5,6,0,03:23 AM,06:40 PM,04:07 AM,07:18 PM,13,23,23,22,11,8,58,0.0,1013,27,10,216,8,Albania
2020-06-21,24,17,0.0,11.5,5,0,04:06 AM,07:40 PM,04:08 AM,07:18 PM,15,21,21,20,13,53,74,12.3,1009,24,9,210,8,Albania
2020-06-22,26,15,0.0,11.5,5,7,04:58 AM,08:35 PM,04:08 AM,07:18 PM,14,22,22,21,12,57,68,3.0,1009,26,9,194,8,Albania
2020-06-23,27,15,0.0,11.5,5,14,05:58 AM,09:24 PM,04:08 AM,07:18 PM,16,22,22,21,10,50,71,4.8,1011,27,10,232,7,Albania
2020-06-24,29,17,0.0,11.5,6,22,07:04 AM,10:06 PM,04:08 AM,07:18 PM,15,25,25,24,11,44,64,1.3,1016,29,10,201,7,Albania
2020-06-25,29,19,0.0,11.5,6,29,08:14 AM,10:42 PM,04:09 AM,07:18 PM,17,25,25,24,11,58,67,4.6,1019,29,10,195,7,Albania
2020-06-26,30,20,0.0,11.5,6,37,09:26 AM,11:14 PM,04:09 AM,07:18 PM,18,26,26,25,8,50,67,4.3,1017,30,10,203,6,Albania
2020-06-27,30,21,0.0,11.5,6,44,10:37 AM,11:43 PM,04:09 AM,07:18 PM,18,27,27,25,9,51,65,3.6,1016,30,10,188,6,Albania
2020-06-28,31,21,0.0,12.5,6,52,11:49 AM,No moonset,04:10 AM,07:18 PM,17,27,27,26,9,36,63,1.1,1015,31,10,194,6,Albania
2020-06-29,30,21,0.0,14.5,6,59,01:00 PM,12:11 AM,04:10 AM,07:18 PM,18,27,27,26,9,13,65,0.1,1013,30,10,208,7,Albania
2020-06-30,32,21,0.0,14.5,7,67,02:12 PM,12:39 AM,04:11 AM,07:18 PM,17,29,29,27,9,3,58,0.0,1012,32,10,200,6,Albania
2020-07-01,34,23,0.0,14.5,8,72,03:26 PM,01:11 AM,04:11 AM,07:18 PM,19,31,31,28,9,6,61,0.0,1012,34,10,201,6,Albania
2020-07-02,34,23,0.0,14.5,8,79,04:39 PM,01:46 AM,04:12 AM,07:18 PM,17,30,30,29,10,4,52,0.0,1011,34,10,206,7,Albania
2020-07-03,34,23,0.0,14.5,8,86,05:49 PM,02:26 AM,04:12 AM,07:18 PM,17,30,30,28,10,5,54,0.0,1010,34,10,204,7,Albania
2020-07-04,33,22,0.0,12.5,6,94,06:54 PM,03:14 AM,04:13 AM,07:17 PM,17,28,28,27,11,27,58,0.7,1011,33,10,174,8,Albania
2020-07-05,33,22,0.0,14.5,7,100,07:50 PM,04:09 AM,04:13 AM,07:17 PM,16,30,30,28,12,23,53,0.3,1011,33,10,60,8,Albania
2020-07-06,32,21,0.0,10.4,6,100,08:37 PM,05:10 AM,04:14 AM,07:17 PM,16,27,27,26,9,66,59,0.9,1007,32,10,153,6,Albania
2020-07-07,33,20,0.0,12.5,6,85,09:16 PM,06:14 AM,04:15 AM,07:16 PM,15,28,28,27,12,30,55,0.6,1007,33,10,154,8,Albania
2020-07-08,31,17,0.0,14.5,7,77,09:49 PM,07:19 AM,04:15 AM,07:16 PM,14,25,25,24,13,8,57,0.0,1015,31,10,156,9,Albania
2020-07-09,33,20,0.0,14.5,7,70,10:16 PM,08:22 AM,04:16 AM,07:16 PM,14,27,27,26,11,4,51,0.0,1016,33,10,198,7,Albania
2020-07-10,34,22,0.0,14.5,7,63,10:41 PM,09:23 AM,04:17 AM,07:15 PM,15,29,29,27,9,5,49,0.0,1015,34,10,199,6,Albania
2020-07-11,32,21,0.0,11.4,6,55,11:05 PM,10:23 AM,04:17 AM,07:15 PM,15,29,29,27,10,38,51,0.6,1014,32,10,206,7,Albania
2020-07-12,33,21,0.0,14.5,7,48,11:27 PM,11:22 AM,04:18 AM,07:14 PM,15,28,28,27,11,12,52,0.1,1014,33,10,230,8,Albania
2020-07-13,31,19,0.0,14.5,7,41,11:51 PM,12:21 PM,04:19 AM,07:14 PM,14,27,27,26,14,9,53,0.0,1015,31,10,54,9,Albania
2020-07-14,29,16,0.0,14.5,7,34,No moonrise,01:21 PM,04:20 AM,07:13 PM,10,25,25,24,13,18,48,0.0,1013,29,10,166,8,Albania
2020-07-15,30,19,0.0,14.5,7,26,12:16 AM,02:21 PM,04:21 AM,07:13 PM,13,25,25,24,10,17,51,0.0,1015,30,10,211,7,Albania
2020-07-16,29,20,0.0,13.5,6,19,12:45 AM,03:23 PM,04:21 AM,07:12 PM,13,25,25,24,13,30,52,0.5,1013,29,10,199,10,Albania
2020-07-17,31,19,0.0,14.5,7,12,01:19 AM,04:26 PM,04:22 AM,07:11 PM,13,25,25,25,10,5,51,0.0,1011,31,10,211,8,Albania
2020-07-18,25,18,0.0,10.3,5,5,01:59 AM,05:28 PM,04:23 AM,07:10 PM,16,23,23,22,12,58,73,8.7,1011,25,9,226,7,Albania
2020-07-19,28,18,0.0,14.5,6,0,02:47 AM,06:25 PM,04:24 AM,07:10 PM,14,23,23,23,12,9,64,0.0,1013,28,10,218,9,Albania
2020-07-20,29,17,0.0,14.5,7,0,03:45 AM,07:18 PM,04:25 AM,07:09 PM,14,24,24,24,11,2,60,0.0,1015,29,10,197,8,Albania
2020-07-21,33,21,0.0,14.5,7,2,04:50 AM,08:03 PM,04:26 AM,07:08 PM,16,28,28,27,11,4,55,0.0,1017,33,10,195,8,Albania
2020-07-22,35,22,0.0,14.5,8,10,06:01 AM,08:42 PM,04:26 AM,07:07 PM,15,30,30,29,13,5,48,0.0,1016,35,10,204,9,Albania
2020-07-23,35,23,0.0,14.5,8,17,07:14 AM,09:16 PM,04:27 AM,07:06 PM,14,30,30,29,13,6,43,0.0,1012,35,10,232,9,Albania
2020-07-24,35,23,0.0,14.5,8,24,08:27 AM,09:46 PM,04:28 AM,07:06 PM,13,31,31,30,10,6,42,0.0,1010,35,10,163,8,Albania
2020-07-25,34,23,0.0,14.5,7,32,09:40 AM,10:14 PM,04:29 AM,07:05 PM,14,30,30,29,13,15,46,0.1,1010,34,10,205,9,Albania
2020-07-26,30,19,0.0,13.4,6,39,10:51 AM,10:43 PM,04:30 AM,07:04 PM,17,26,26,24,10,34,69,0.3,1012,30,10,232,7,Albania
2020-07-27,34,20,0.0,14.5,8,46,12:04 PM,11:13 PM,04:31 AM,07:03 PM,15,28,28,27,13,7,56,0.0,1015,34,10,242,9,Albania
2020-07-28,37,22,0.0,14.5,8,53,01:16 PM,11:46 PM,04:32 AM,07:02 PM,13,31,31,30,13,0,42,0.0,1015,37,10,166,9,Albania
2020-07-29,37,24,0.0,14.5,8,61,02:27 PM,No moonset,04:33 AM,07:01 PM,13,31,31,30,12,1,36,0.0,1015,37,10,196,8,Albania
2020-07-30,38,25,0.0,14.5,8,68,03:38 PM,12:23 AM,04:34 AM,07:00 PM,14,33,33,32,11,3,37,0.0,1016,38,10,198,8,Albania
2020-07-31,38,25,0.0,14.2,8,72,04:43 PM,01:08 AM,04:35 AM,06:58 PM,14,32,32,32,10,4,39,0.0,1014,38,10,214,8,Albania
2020-08-01,36,23,0.0,13.4,7,82,05:41 PM,01:59 AM,04:36 AM,06:57 PM,16,31,31,29,11,29,49,0.7,1011,36,10,186,8,Albania
2020-08-02,37,23,0.0,14.2,8,90,06:31 PM,02:57 AM,04:37 AM,06:56 PM,15,31,31,30,11,16,49,0.3,1010,37,10,161,7,Albania
2020-08-03,34,23,0.0,14.2,8,97,07:13 PM,04:00 AM,04:38 AM,06:55 PM,14,31,31,29,12,10,44,0.0,1010,34,10,169,9,Albania
2020-08-04,35,23,0.0,14.2,8,100,07:48 PM,05:04 AM,04:39 AM,06:54 PM,13,30,30,29,12,7,44,0.0,1008,35,10,194,8,Albania
2020-08-05,27,20,0.0,8.8,5,88,08:17 PM,06:08 AM,04:40 AM,06:53 PM,17,25,25,23,9,74,70,33.4,1008,27,7,201,5,Albania
2020-08-06,29,18,0.0,8.8,5,81,08:43 PM,07:11 AM,04:41 AM,06:51 PM,15,23,23,22,11,78,68,8.2,1011,29,10,128,7,Albania
2020-08-07,30,19,0.0,11.1,6,74,09:07 PM,08:11 AM,04:42 AM,06:50 PM,15,24,24,24,10,57,62,1.9,1013,30,10,138,6,Albania
2020-08-08,28,21,0.0,9.9,6,67,09:30 PM,09:11 AM,04:43 AM,06:49 PM,16,25,25,24,9,64,61,4.9,1012,28,10,176,6,Albania
2020-08-09,34,22,0.0,14.0,8,59,09:53 PM,10:10 AM,04:44 AM,06:47 PM,14,30,30,28,12,17,46,0.0,1012,34,10,64,8,Albania
2020-08-10,34,23,0.0,13.4,7,52,10:17 PM,11:09 AM,04:45 AM,06:46 PM,14,29,29,28,14,30,47,0.4,1013,34,10,202,9,Albania
2020-08-11,34,22,0.0,14.0,8,45,10:44 PM,12:08 PM,04:46 AM,06:45 PM,15,29,29,28,10,6,48,0.0,1015,34,10,203,7,Albania
2020-08-12,34,23,0.0,14.0,8,38,11:15 PM,01:09 PM,04:47 AM,06:43 PM,16,29,29,28,10,8,50,0.0,1015,34,10,202,8,Albania
2020-08-13,35,23,0.0,13.9,8,30,11:52 PM,02:11 PM,04:48 AM,06:42 PM,16,29,29,28,10,7,49,0.0,1016,35,10,197,8,Albania
2020-08-14,35,24,0.0,13.9,8,23,No moonrise,03:13 PM,04:49 AM,06:41 PM,16,31,31,29,9,5,49,0.0,1013,35,10,203,7,Albania
2020-08-15,33,23,0.0,13.9,8,16,12:35 AM,04:12 PM,04:50 AM,06:39 PM,15,30,30,29,12,7,47,0.0,1011,33,10,187,8,Albania
2020-08-16,33,22,0.0,12.2,6,8,01:29 AM,05:06 PM,04:51 AM,06:38 PM,18,29,29,27,9,47,62,1.8,1011,33,10,198,7,Albania
2020-08-17,34,23,0.0,13.8,8,1,02:30 AM,05:55 PM,04:52 AM,06:36 PM,16,30,30,29,9,5,53,0.0,1012,34,10,173,7,Albania
2020-08-18,32,22,0.0,13.3,6,0,03:40 AM,06:37 PM,04:53 AM,06:35 PM,14,28,28,27,9,35,48,0.3,1009,32,10,192,7,Albania
2020-08-19,31,21,0.0,13.3,6,0,04:53 AM,07:14 PM,04:54 AM,06:33 PM,16,28,28,26,12,18,59,0.1,1009,31,10,209,9,Albania
2020-08-20,33,19,0.0,13.8,7,6,06:08 AM,07:46 PM,04:55 AM,06:32 PM,12,26,26,26,14,2,49,0.0,1012,33,10,202,10,Albania
2020-08-21,35,21,0.0,13.7,8,13,07:24 AM,08:16 PM,04:56 AM,06:30 PM,13,28,28,27,13,2,46,0.0,1016,35,10,201,9,Albania
2020-08-22,34,22,0.0,13.7,8,20,08:38 AM,08:45 PM,04:57 AM,06:29 PM,13,29,29,28,11,1,45,0.0,1015,34,10,192,8,Albania
2020-08-23,35,23,0.0,13.7,8,28,09:53 AM,09:15 PM,04:58 AM,06:27 PM,14,30,30,29,10,5,44,0.0,1012,35,10,200,8,Albania
2020-08-24,35,22,0.0,13.7,8,35,11:07 AM,09:47 PM,04:59 AM,06:26 PM,15,30,30,29,9,13,48,0.0,1010,35,10,177,6,Albania
2020-08-25,33,24,0.0,13.2,7,42,12:19 PM,10:23 PM,05:00 AM,06:24 PM,16,29,29,28,11,7,53,0.0,1011,33,10,196,8,Albania
2020-08-26,32,20,0.0,13.2,7,50,01:31 PM,11:06 PM,05:01 AM,06:23 PM,17,26,26,26,10,2,62,0.0,1014,32,10,186,8,Albania
2020-08-27,33,22,0.0,13.2,7,57,02:37 PM,11:54 PM,05:02 AM,06:21 PM,15,28,28,27,9,2,53,0.0,1013,33,10,201,7,Albania
2020-08-28,34,23,0.0,13.2,8,64,03:37 PM,No moonset,05:03 AM,06:19 PM,13,29,29,29,10,5,44,0.0,1011,34,10,200,7,Albania
2020-08-29,35,23,0.0,13.1,8,71,04:28 PM,12:49 AM,05:04 AM,06:18 PM,12,29,29,29,10,5,38,0.0,1011,35,10,174,7,Albania
2020-08-30,34,24,0.0,13.1,8,79,05:12 PM,01:50 AM,05:05 AM,06:16 PM,14,30,30,29,10,1,42,0.0,1013,34,10,162,7,Albania
2020-08-31,37,22,0.0,13.1,8,82,05:48 PM,02:53 AM,05:06 AM,06:15 PM,11,31,31,30,11,1,38,0.0,1011,37,10,187,8,Albania
2020-09-01,28,21,0.0,13.1,6,97,06:18 PM,03:57 AM,05:07 AM,06:13 PM,16,26,26,25,13,28,60,0.5,1009,28,10,231,10,Albania
2020-09-02,29,19,0.0,13.0,5,100,06:45 PM,05:00 AM,05:08 AM,06:11 PM,12,23,23,23,10,19,57,0.0,1013,29,10,203,8,Albania
2020-09-03,30,18,0.0,13.0,7,88,07:10 PM,06:01 AM,05:09 AM,06:10 PM,13,23,23,23,10,21,58,0.0,1017,30,10,209,8,Albania
2020-09-04,32,18,0.0,13.0,7,81,07:33 PM,07:01 AM,05:10 AM,06:08 PM,12,26,26,25,12,8,49,0.0,1020,32,10,168,9,Albania
2020-09-05,32,18,0.0,13.0,7,73,07:55 PM,08:00 AM,05:11 AM,06:06 PM,7,25,25,25,13,0,38,0.0,1018,32,10,195,9,Albania
2020-09-06,31,20,0.0,12.9,7,66,08:19 PM,08:59 AM,05:13 AM,06:05 PM,10,26,26,25,9,8,42,0.0,1014,31,10,165,6,Albania
2020-09-07,33,19,0.0,12.9,6,58,08:44 PM,09:58 AM,05:14 AM,06:03 PM,9,26,26,26,10,25,40,0.2,1015,33,10,190,7,Albania
2020-09-08,34,19,0.0,12.9,7,50,09:13 PM,10:58 AM,05:15 AM,06:01 PM,12,27,27,26,10,15,44,0.0,1020,34,10,156,7,Albania
2020-09-09,34,24,0.0,12.8,8,43,09:47 PM,11:59 AM,05:16 AM,06:00 PM,15,29,29,28,9,18,47,0.0,1020,34,10,203,7,Albania
2020-09-10,33,22,0.0,11.6,7,35,10:26 PM,01:00 PM,05:17 AM,05:58 PM,15,28,28,27,11,7,50,0.0,1015,33,10,183,8,Albania
2020-09-11,35,23,0.0,11.6,8,28,11:15 PM,01:59 PM,05:18 AM,05:56 PM,11,29,29,28,11,9,38,0.0,1012,35,10,177,8,Albania
2020-09-12,34,23,0.0,11.6,8,20,No moonrise,02:55 PM,05:19 AM,05:55 PM,11,28,28,28,10,15,37,0.1,1014,34,10,179,7,Albania
2020-09-13,34,20,0.0,10.2,7,13,12:11 AM,03:45 PM,05:20 AM,05:53 PM,12,27,27,27,12,33,41,0.2,1018,34,10,169,8,Albania
2020-09-14,33,22,0.0,11.6,7,5,01:17 AM,04:29 PM,05:21 AM,05:51 PM,9,28,28,28,13,24,34,0.0,1021,33,10,170,8,Albania
2020-09-15,34,22,0.0,11.6,7,0,02:28 AM,05:08 PM,05:22 AM,05:50 PM,9,27,27,27,13,14,34,0.0,1019,34,10,167,9,Albania
2020-09-16,34,22,0.0,11.6,7,0,03:43 AM,05:42 PM,05:23 AM,05:48 PM,9,27,27,26,11,13,35,0.0,1016,34,10,180,8,Albania
2020-09-17,30,20,0.0,11.6,7,0,04:59 AM,06:13 PM,05:24 AM,05:46 PM,9,25,25,25,11,31,38,0.0,1013,30,10,180,7,Albania
2020-09-18,34,21,0.0,11.6,8,2,06:16 AM,06:43 PM,05:25 AM,05:45 PM,10,28,28,27,18,29,40,0.5,1013,34,10,68,12,Albania
2020-09-19,32,21,0.0,11.6,7,10,07:33 AM,07:13 PM,05:26 AM,05:43 PM,11,26,26,25,12,19,43,0.0,1016,32,10,166,9,Albania
2020-09-20,30,20,0.0,11.6,7,17,08:49 AM,07:46 PM,05:27 AM,05:41 PM,12,24,24,24,9,10,48,0.0,1016,30,10,161,7,Albania
2020-09-21,29,20,0.0,11.6,7,25,10:06 AM,08:21 PM,05:28 AM,05:39 PM,15,25,25,24,9,9,60,0.0,1016,29,10,180,7,Albania
2020-09-22,29,19,0.0,11.6,7,32,11:20 AM,09:02 PM,05:29 AM,05:38 PM,14,23,23,23,12,32,59,0.3,1016,29,10,145,8,Albania
