date_time,Democratic%20Republic%20of%20Congo_maxtempC,Democratic%20Republic%20of%20Congo_mintempC,Democratic%20Republic%20of%20Congo_totalSnow_cm,Democratic%20Republic%20of%20Congo_sunHour,Democratic%20Republic%20of%20Congo_uvIndex,Democratic%20Republic%20of%20Congo_moon_illumination,Democratic%20Republic%20of%20Congo_moonrise,Democratic%20Republic%20of%20Congo_moonset,Democratic%20Republic%20of%20Congo_sunrise,Democratic%20Republic%20of%20Congo_sunset,Democratic%20Republic%20of%20Congo_DewPointC,Democratic%20Republic%20of%20Congo_FeelsLikeC,Democratic%20Republic%20of%20Congo_HeatIndexC,Democratic%20Republic%20of%20Congo_WindChillC,Democratic%20Republic%20of%20Congo_WindGustKmph,Democratic%20Republic%20of%20Congo_cloudcover,Democratic%20Republic%20of%20Congo_humidity,Democratic%20Republic%20of%20Congo_precipMM,Democratic%20Republic%20of%20Congo_pressure,Democratic%20Republic%20of%20Congo_tempC,Democratic%20Republic%20of%20Congo_visibility,Democratic%20Republic%20of%20Congo_winddirDegree,Democratic%20Republic%20of%20Congo_windspeedKmph,Democratic%20Republic%20of%20Congo_location
2020-07-17,33,22,0.0,11.6,6,12,03:02 AM,03:12 PM,06:08 AM,06:02 PM,15,28,28,27,15,28,52,0.0,1013,33,10,258,11,Democratic%20Republic%20of%20Congo
2020-07-18,33,23,0.0,11.6,6,5,03:54 AM,04:05 PM,06:08 AM,06:02 PM,15,28,28,27,12,34,48,0.0,1012,33,10,245,9,Democratic%20Republic%20of%20Congo
2020-07-19,34,23,0.0,11.6,7,0,04:49 AM,05:00 PM,06:08 AM,06:02 PM,14,29,29,28,8,10,43,0.0,1011,34,10,240,6,Democratic%20Republic%20of%20Congo
2020-07-20,34,23,0.0,11.6,7,0,05:46 AM,05:58 PM,06:08 AM,06:02 PM,13,29,29,28,11,11,42,0.0,1011,34,10,242,8,Democratic%20Republic%20of%20Congo
2020-07-21,36,22,0.0,11.6,7,2,06:43 AM,06:56 PM,06:08 AM,06:02 PM,12,30,30,29,10,3,40,0.0,1011,36,10,239,7,Democratic%20Republic%20of%20Congo
2020-07-22,37,23,0.0,11.6,8,10,07:38 AM,07:53 PM,06:08 AM,06:03 PM,10,30,30,30,9,3,32,0.0,1011,37,10,233,6,Democratic%20Republic%20of%20Congo
2020-07-23,35,23,0.0,11.6,7,17,08:31 AM,08:48 PM,06:08 AM,06:03 PM,11,28,28,29,13,3,34,0.0,1010,35,10,255,9,Democratic%20Republic%20of%20Congo
2020-07-24,35,22,0.0,11.6,7,24,09:22 AM,09:41 PM,06:08 AM,06:03 PM,11,29,29,28,13,2,36,0.0,1010,35,10,254,9,Democratic%20Republic%20of%20Congo
2020-07-25,34,22,0.0,11.6,7,32,10:10 AM,10:33 PM,06:08 AM,06:03 PM,14,29,29,28,14,6,43,0.0,1011,34,10,250,10,Democratic%20Republic%20of%20Congo
2020-07-26,34,23,0.0,11.6,7,39,10:58 AM,11:25 PM,06:08 AM,06:03 PM,15,29,29,28,15,9,47,0.0,1011,34,10,249,11,Democratic%20Republic%20of%20Congo
2020-07-27,33,22,0.0,11.6,7,46,11:47 AM,No moonset,06:08 AM,06:03 PM,14,28,28,27,16,10,48,0.0,1012,33,10,252,12,Democratic%20Republic%20of%20Congo
2020-07-28,34,21,0.0,11.6,7,53,12:36 PM,12:17 AM,06:08 AM,06:03 PM,13,27,27,27,16,6,44,0.0,1011,34,10,245,12,Democratic%20Republic%20of%20Congo
2020-07-29,34,21,0.0,11.6,7,61,01:29 PM,01:12 AM,06:07 AM,06:03 PM,12,27,27,27,14,4,42,0.0,1011,34,10,253,10,Democratic%20Republic%20of%20Congo
2020-07-30,33,20,0.0,11.6,7,68,02:22 PM,02:07 AM,06:07 AM,06:03 PM,13,27,27,27,14,7,46,0.0,1012,33,10,244,10,Democratic%20Republic%20of%20Congo
2020-07-31,35,22,0.0,11.6,7,72,03:19 PM,03:05 AM,06:07 AM,06:03 PM,14,29,29,28,14,7,45,0.0,1012,35,10,248,10,Democratic%20Republic%20of%20Congo
2020-08-01,35,21,0.0,11.6,7,82,04:16 PM,04:02 AM,06:07 AM,06:03 PM,14,29,29,28,15,13,45,0.0,1012,35,10,250,10,Democratic%20Republic%20of%20Congo
2020-08-02,33,22,0.0,11.6,7,90,05:12 PM,04:58 AM,06:07 AM,06:03 PM,14,28,28,27,16,11,46,0.0,1012,33,10,247,12,Democratic%20Republic%20of%20Congo
2020-08-03,33,22,0.0,11.6,7,97,06:05 PM,05:52 AM,06:07 AM,06:03 PM,15,28,28,27,16,16,49,0.0,1013,33,10,251,12,Democratic%20Republic%20of%20Congo
2020-08-04,33,22,0.0,11.6,6,100,06:56 PM,06:42 AM,06:07 AM,06:03 PM,15,28,28,27,15,23,51,0.0,1014,33,10,264,11,Democratic%20Republic%20of%20Congo
2020-08-05,33,22,0.0,11.6,7,88,07:44 PM,07:29 AM,06:06 AM,06:03 PM,15,28,28,27,15,31,50,0.0,1014,33,10,251,11,Democratic%20Republic%20of%20Congo
2020-08-06,33,22,0.0,11.6,6,81,08:29 PM,08:12 AM,06:06 AM,06:03 PM,15,28,28,27,15,29,51,0.0,1013,33,10,241,11,Democratic%20Republic%20of%20Congo
2020-08-07,33,22,0.0,10.2,6,74,09:12 PM,08:53 AM,06:06 AM,06:03 PM,16,28,28,27,16,31,53,0.0,1014,33,10,258,12,Democratic%20Republic%20of%20Congo
2020-08-08,33,22,0.0,11.6,7,67,09:55 PM,09:33 AM,06:06 AM,06:03 PM,16,28,28,27,15,23,52,0.0,1014,33,10,256,12,Democratic%20Republic%20of%20Congo
2020-08-09,31,21,0.0,11.6,6,59,10:37 PM,10:12 AM,06:06 AM,06:03 PM,16,27,27,26,16,29,55,0.0,1013,31,10,257,12,Democratic%20Republic%20of%20Congo
2020-08-10,31,21,0.0,11.6,6,52,11:20 PM,10:51 AM,06:05 AM,06:03 PM,16,27,27,26,17,29,55,0.0,1013,31,10,244,14,Democratic%20Republic%20of%20Congo
2020-08-11,34,21,0.0,11.6,6,45,No moonrise,11:33 AM,06:05 AM,06:03 PM,16,28,28,27,12,32,54,0.0,1012,34,10,246,9,Democratic%20Republic%20of%20Congo
2020-08-12,35,23,0.0,11.6,7,38,12:05 AM,12:16 PM,06:05 AM,06:03 PM,16,29,29,28,12,21,47,0.0,1012,35,10,246,9,Democratic%20Republic%20of%20Congo
2020-08-13,34,23,0.0,11.6,7,30,12:52 AM,01:02 PM,06:05 AM,06:03 PM,16,29,29,28,15,20,49,0.0,1011,34,10,242,11,Democratic%20Republic%20of%20Congo
2020-08-14,34,23,0.0,11.6,7,23,01:43 AM,01:53 PM,06:04 AM,06:02 PM,16,29,29,28,16,14,49,0.0,1010,34,10,244,12,Democratic%20Republic%20of%20Congo
2020-08-15,34,22,0.0,11.6,6,16,02:36 AM,02:46 PM,06:04 AM,06:02 PM,16,29,29,28,15,28,50,0.0,1010,34,10,255,12,Democratic%20Republic%20of%20Congo
2020-08-16,36,23,0.0,11.6,8,8,03:32 AM,03:43 PM,06:04 AM,06:02 PM,15,30,30,29,15,22,47,0.0,1010,36,10,247,11,Democratic%20Republic%20of%20Congo
2020-08-17,33,23,0.0,11.6,7,1,04:28 AM,04:41 PM,06:03 AM,06:02 PM,16,29,29,28,16,23,52,0.0,1010,33,10,241,13,Democratic%20Republic%20of%20Congo
2020-08-18,35,22,0.0,11.6,6,0,05:25 AM,05:40 PM,06:03 AM,06:02 PM,15,29,29,28,15,22,50,0.0,1009,35,10,246,11,Democratic%20Republic%20of%20Congo
2020-08-19,34,22,0.0,11.6,6,0,06:20 AM,06:37 PM,06:03 AM,06:02 PM,16,29,29,28,17,31,52,0.0,1009,34,10,271,13,Democratic%20Republic%20of%20Congo
2020-08-20,32,23,0.0,11.6,6,6,07:13 AM,07:32 PM,06:02 AM,06:02 PM,17,28,28,27,15,37,57,0.0,1009,32,10,255,12,Democratic%20Republic%20of%20Congo
2020-08-21,33,22,0.0,10.2,6,13,08:04 AM,08:26 PM,06:02 AM,06:02 PM,17,28,28,27,11,51,59,0.0,1011,33,10,239,8,Democratic%20Republic%20of%20Congo
2020-08-22,34,23,0.0,10.2,6,20,08:53 AM,09:20 PM,06:02 AM,06:01 PM,17,29,29,28,10,45,52,0.0,1011,34,10,251,8,Democratic%20Republic%20of%20Congo
2020-08-23,28,24,0.0,6.0,6,28,09:43 AM,10:13 PM,06:01 AM,06:01 PM,17,27,27,26,14,69,61,0.1,1012,28,10,260,11,Democratic%20Republic%20of%20Congo
2020-08-24,28,22,0.0,11.6,6,35,10:33 AM,11:08 PM,06:01 AM,06:01 PM,18,27,27,25,8,40,64,0.0,1011,28,10,250,6,Democratic%20Republic%20of%20Congo
2020-08-25,29,23,0.0,6.0,6,42,11:25 AM,No moonset,06:01 AM,06:01 PM,19,27,27,26,13,70,65,3.2,1012,29,10,241,10,Democratic%20Republic%20of%20Congo
2020-08-26,31,24,0.0,11.7,6,50,12:19 PM,12:03 AM,06:00 AM,06:01 PM,18,29,29,27,13,53,57,0.0,1012,31,10,246,11,Democratic%20Republic%20of%20Congo
2020-08-27,34,24,0.0,12.0,6,57,01:14 PM,01:00 AM,06:00 AM,06:01 PM,17,30,30,29,14,38,51,0.1,1012,34,10,249,11,Democratic%20Republic%20of%20Congo
2020-08-28,33,24,0.0,12.0,7,64,02:10 PM,01:57 AM,06:00 AM,06:00 PM,17,29,29,28,13,30,54,0.0,1011,33,10,250,10,Democratic%20Republic%20of%20Congo
2020-08-29,32,23,0.0,11.8,6,71,03:06 PM,02:53 AM,05:59 AM,06:00 PM,17,28,28,27,13,39,57,0.0,1011,32,10,262,10,Democratic%20Republic%20of%20Congo
2020-08-30,33,23,0.0,12.4,7,79,03:59 PM,03:47 AM,05:59 AM,06:00 PM,17,29,29,28,13,22,53,0.0,1011,33,10,244,9,Democratic%20Republic%20of%20Congo
2020-08-31,36,24,0.0,12.4,8,82,04:50 PM,04:37 AM,05:58 AM,06:00 PM,16,30,30,30,12,19,46,0.0,1011,36,10,234,9,Democratic%20Republic%20of%20Congo
2020-09-01,34,24,0.0,12.4,6,97,05:39 PM,05:25 AM,05:58 AM,06:00 PM,17,29,29,28,14,42,51,1.0,1010,34,10,267,11,Democratic%20Republic%20of%20Congo
2020-09-02,34,24,0.0,10.2,6,100,06:24 PM,06:08 AM,05:57 AM,05:59 PM,17,30,30,28,13,40,53,0.1,1011,34,10,275,10,Democratic%20Republic%20of%20Congo
2020-09-03,35,24,0.0,11.6,7,88,07:08 PM,06:50 AM,05:57 AM,05:59 PM,17,31,31,29,13,43,51,0.1,1011,35,10,234,10,Democratic%20Republic%20of%20Congo
2020-09-04,33,24,0.0,11.6,7,81,07:51 PM,07:30 AM,05:57 AM,05:59 PM,18,29,29,28,15,36,56,0.1,1012,33,10,234,12,Democratic%20Republic%20of%20Congo
2020-09-05,33,25,0.0,11.6,7,73,08:33 PM,08:09 AM,05:56 AM,05:59 PM,17,30,30,29,14,19,52,0.0,1010,33,10,251,11,Democratic%20Republic%20of%20Congo
2020-09-06,32,24,0.0,10.2,6,66,09:16 PM,08:48 AM,05:56 AM,05:59 PM,17,29,29,28,15,36,54,0.0,1009,32,10,261,13,Democratic%20Republic%20of%20Congo
2020-09-07,32,24,0.0,10.2,6,58,09:59 PM,09:29 AM,05:55 AM,05:58 PM,18,29,29,28,13,32,56,0.0,1010,32,10,249,10,Democratic%20Republic%20of%20Congo
2020-09-08,36,24,0.0,11.6,8,50,10:45 PM,10:10 AM,05:55 AM,05:58 PM,17,31,31,30,11,29,50,0.0,1010,36,10,244,9,Democratic%20Republic%20of%20Congo
2020-09-09,34,24,0.0,11.6,7,43,11:34 PM,10:55 AM,05:54 AM,05:58 PM,17,30,30,29,14,24,50,0.0,1010,34,10,240,11,Democratic%20Republic%20of%20Congo
2020-09-10,30,24,0.0,6.0,6,35,No moonrise,11:43 AM,05:54 AM,05:58 PM,18,28,28,27,16,53,57,0.0,1011,30,10,267,13,Democratic%20Republic%20of%20Congo
2020-09-11,33,24,0.0,11.6,7,28,12:24 AM,12:34 PM,05:53 AM,05:57 PM,17,29,29,28,15,36,50,0.0,1010,33,10,256,12,Democratic%20Republic%20of%20Congo
2020-09-12,32,23,0.0,11.6,7,20,01:18 AM,01:29 PM,05:53 AM,05:57 PM,16,29,29,28,15,12,51,0.0,1011,32,10,246,12,Democratic%20Republic%20of%20Congo
2020-09-13,33,23,0.0,10.2,6,13,02:13 AM,02:25 PM,05:53 AM,05:57 PM,17,28,28,27,14,26,54,0.0,1012,33,10,251,11,Democratic%20Republic%20of%20Congo
2020-09-14,35,24,0.0,11.6,8,5,03:10 AM,03:23 PM,05:52 AM,05:57 PM,16,30,30,29,13,28,49,0.0,1012,35,10,257,10,Democratic%20Republic%20of%20Congo
2020-09-15,34,25,0.0,10.2,6,0,04:05 AM,04:20 PM,05:52 AM,05:56 PM,17,30,30,29,14,37,50,0.0,1011,34,10,273,12,Democratic%20Republic%20of%20Congo
2020-09-16,30,24,0.0,7.4,6,0,04:59 AM,05:17 PM,05:51 AM,05:56 PM,18,29,29,27,10,47,56,5.6,1011,30,10,189,7,Democratic%20Republic%20of%20Congo
2020-09-17,32,25,0.0,6.0,6,0,05:51 AM,06:12 PM,05:51 AM,05:56 PM,18,30,30,28,15,58,56,5.3,1011,32,10,255,10,Democratic%20Republic%20of%20Congo
2020-09-18,32,25,0.0,10.2,6,2,06:42 AM,07:07 PM,05:50 AM,05:56 PM,19,30,30,28,15,56,60,12.1,1011,32,9,276,10,Democratic%20Republic%20of%20Congo
2020-09-19,31,25,0.0,10.2,6,10,07:33 AM,08:02 PM,05:50 AM,05:55 PM,18,29,29,28,14,51,56,1.6,1011,31,10,243,10,Democratic%20Republic%20of%20Congo
2020-09-20,33,24,0.0,7.4,6,17,08:24 AM,08:58 PM,05:49 AM,05:55 PM,17,29,29,28,14,53,54,3.1,1011,33,10,269,10,Democratic%20Republic%20of%20Congo
2020-09-21,29,24,0.0,8.8,6,25,09:18 AM,09:56 PM,05:49 AM,05:55 PM,18,28,28,27,15,53,59,0.0,1012,29,10,249,11,Democratic%20Republic%20of%20Congo
2020-09-22,34,23,0.0,10.2,6,32,10:12 AM,10:54 PM,05:48 AM,05:55 PM,18,30,30,28,13,48,55,1.1,1012,34,10,255,10,Democratic%20Republic%20of%20Congo
2020-09-23,32,24,0.0,10.2,6,40,11:09 AM,11:52 PM,05:48 AM,05:55 PM,19,29,29,27,15,58,62,11.9,1013,32,9,252,10,Democratic%20Republic%20of%20Congo
2020-09-24,30,24,0.0,7.4,6,47,12:06 PM,No moonset,05:47 AM,05:54 PM,19,28,28,27,14,68,63,3.5,1013,30,10,254,11,Democratic%20Republic%20of%20Congo
2020-09-25,29,24,0.0,7.4,6,55,01:02 PM,12:49 AM,05:47 AM,05:54 PM,18,28,28,26,13,54,62,0.0,1013,29,10,252,11,Democratic%20Republic%20of%20Congo
2020-09-26,30,24,0.0,11.6,7,62,01:56 PM,01:44 AM,05:47 AM,05:54 PM,18,28,28,26,13,41,60,0.4,1011,30,10,263,9,Democratic%20Republic%20of%20Congo
2020-09-27,31,23,0.0,10.2,6,70,02:47 PM,02:35 AM,05:46 AM,05:54 PM,18,28,28,27,13,51,60,0.0,1010,31,10,248,10,Democratic%20Republic%20of%20Congo
2020-09-28,32,24,0.0,11.6,7,78,03:36 PM,03:23 AM,05:46 AM,05:53 PM,17,28,28,27,13,40,56,0.0,1011,32,10,278,10,Democratic%20Republic%20of%20Congo
2020-09-29,29,23,0.0,7.4,6,85,04:22 PM,04:07 AM,05:45 AM,05:53 PM,19,27,27,26,9,55,66,7.6,1012,29,9,272,7,Democratic%20Republic%20of%20Congo
2020-09-30,29,24,0.0,7.4,6,93,05:06 PM,04:49 AM,05:45 AM,05:53 PM,18,27,27,26,14,65,61,1.8,1012,29,10,238,10,Democratic%20Republic%20of%20Congo
2020-10-01,31,24,0.0,8.8,6,97,05:49 PM,05:29 AM,05:44 AM,05:53 PM,18,29,29,28,14,54,54,0.6,1010,31,10,265,11,Democratic%20Republic%20of%20Congo
2020-10-02,36,24,0.0,11.6,8,100,06:31 PM,06:08 AM,05:44 AM,05:53 PM,17,30,30,29,9,25,52,0.1,1010,36,10,235,6,Democratic%20Republic%20of%20Congo
2020-10-03,32,25,0.0,7.4,6,89,07:13 PM,06:47 AM,05:43 AM,05:52 PM,19,30,30,28,13,56,60,4.5,1011,32,10,267,9,Democratic%20Republic%20of%20Congo
2020-10-04,34,25,0.0,8.8,7,82,07:56 PM,07:27 AM,05:43 AM,05:52 PM,20,31,31,29,10,65,62,7.8,1011,34,9,266,7,Democratic%20Republic%20of%20Congo
2020-10-05,32,25,0.0,6.0,6,74,08:41 PM,08:08 AM,05:43 AM,05:52 PM,20,30,30,28,13,64,62,10.5,1011,32,10,258,9,Democratic%20Republic%20of%20Congo
2020-10-06,36,25,0.0,10.2,7,67,09:29 PM,08:51 AM,05:42 AM,05:52 PM,19,32,32,30,12,46,57,2.4,1010,36,10,254,9,Democratic%20Republic%20of%20Congo
2020-10-07,31,24,0.0,7.4,6,60,10:18 PM,09:38 AM,05:42 AM,05:52 PM,20,29,29,27,13,66,66,3.2,1012,31,10,255,10,Democratic%20Republic%20of%20Congo
2020-10-08,32,24,0.0,7.4,6,53,11:10 PM,10:26 AM,05:41 AM,05:52 PM,19,30,30,28,13,68,63,1.2,1012,32,10,271,10,Democratic%20Republic%20of%20Congo
2020-10-09,30,24,0.0,7.4,6,45,No moonrise,11:19 AM,05:41 AM,05:51 PM,20,28,28,26,12,74,68,3.7,1012,30,10,258,9,Democratic%20Republic%20of%20Congo
2020-10-10,32,24,0.0,8.8,6,38,12:03 AM,12:13 PM,05:41 AM,05:51 PM,20,29,29,27,11,65,67,0.8,1012,32,10,261,8,Democratic%20Republic%20of%20Congo
2020-10-11,31,24,0.0,10.2,6,31,12:57 AM,01:08 PM,05:40 AM,05:51 PM,20,29,29,27,13,55,65,2.5,1012,31,10,252,10,Democratic%20Republic%20of%20Congo
2020-10-12,31,23,0.0,8.8,6,23,01:51 AM,02:04 PM,05:40 AM,05:51 PM,19,28,28,26,11,53,66,0.0,1011,31,10,264,8,Democratic%20Republic%20of%20Congo
2020-10-13,30,22,0.0,11.6,7,16,02:44 AM,03:00 PM,05:39 AM,05:51 PM,19,27,27,26,9,45,68,0.0,1012,30,10,262,6,Democratic%20Republic%20of%20Congo
2020-10-14,32,24,0.0,6.1,6,9,03:36 AM,03:55 PM,05:39 AM,05:51 PM,20,29,29,27,10,65,66,0.8,1012,32,10,254,7,Democratic%20Republic%20of%20Congo
2020-10-15,29,23,0.0,6.1,6,2,04:27 AM,04:50 PM,05:39 AM,05:51 PM,21,28,28,26,10,80,75,18.3,1013,29,9,270,8,Democratic%20Republic%20of%20Congo
2020-10-16,29,24,0.0,6.1,6,0,05:18 AM,05:45 PM,05:38 AM,05:51 PM,21,28,28,26,10,63,73,4.9,1012,29,9,274,8,Democratic%20Republic%20of%20Congo
2020-10-17,30,25,0.0,6.1,6,0,06:09 AM,06:42 PM,05:38 AM,05:51 PM,21,29,29,27,14,85,71,0.7,1011,30,10,248,10,Democratic%20Republic%20of%20Congo
2020-10-18,29,24,0.0,6.1,6,5,07:03 AM,07:40 PM,05:38 AM,05:50 PM,21,28,28,26,10,61,75,0.4,1010,29,10,259,7,Democratic%20Republic%20of%20Congo
2020-10-19,31,24,0.0,7.4,6,13,07:59 AM,08:40 PM,05:38 AM,05:50 PM,21,30,30,27,11,68,72,17.6,1010,31,9,247,7,Democratic%20Republic%20of%20Congo
2020-10-20,29,24,0.0,6.1,6,20,08:57 AM,09:41 PM,05:37 AM,05:50 PM,21,28,28,26,12,73,74,1.0,1011,29,10,254,9,Democratic%20Republic%20of%20Congo
2020-10-21,29,24,0.0,6.1,6,27,09:56 AM,10:41 PM,05:37 AM,05:50 PM,21,28,28,26,14,69,75,32.6,1012,29,8,287,8,Democratic%20Republic%20of%20Congo
2020-10-22,30,22,0.0,10.2,6,35,10:55 AM,11:38 PM,05:37 AM,05:50 PM,21,28,28,26,13,58,74,18.8,1012,30,9,269,8,Democratic%20Republic%20of%20Congo
2020-10-23,26,24,0.0,7.5,6,42,11:51 AM,No moonset,05:36 AM,05:50 PM,22,27,27,25,10,78,82,30.6,1012,26,6,277,6,Democratic%20Republic%20of%20Congo
2020-10-24,28,23,0.0,6.1,6,49,12:44 PM,12:31 AM,05:36 AM,05:50 PM,21,27,27,25,12,73,79,3.1,1012,28,10,259,9,Democratic%20Republic%20of%20Congo
2020-10-25,30,23,0.0,6.1,6,56,01:34 PM,01:21 AM,05:36 AM,05:50 PM,21,29,29,26,11,76,76,20.8,1010,30,9,266,7,Democratic%20Republic%20of%20Congo
2020-10-26,25,23,0.0,6.1,5,64,02:20 PM,02:06 AM,05:36 AM,05:50 PM,21,26,26,24,16,89,84,34.0,1010,25,7,266,10,Democratic%20Republic%20of%20Congo
