date_time,Democratic%20Republic%20of%20Congo_maxtempC,Democratic%20Republic%20of%20Congo_mintempC,Democratic%20Republic%20of%20Congo_totalSnow_cm,Democratic%20Republic%20of%20Congo_sunHour,Democratic%20Republic%20of%20Congo_uvIndex,Democratic%20Republic%20of%20Congo_moon_illumination,Democratic%20Republic%20of%20Congo_moonrise,Democratic%20Republic%20of%20Congo_moonset,Democratic%20Republic%20of%20Congo_sunrise,Democratic%20Republic%20of%20Congo_sunset,Democratic%20Republic%20of%20Congo_DewPointC,Democratic%20Republic%20of%20Congo_FeelsLikeC,Democratic%20Republic%20of%20Congo_HeatIndexC,Democratic%20Republic%20of%20Congo_WindChillC,Democratic%20Republic%20of%20Congo_WindGustKmph,Democratic%20Republic%20of%20Congo_cloudcover,Democratic%20Republic%20of%20Congo_humidity,Democratic%20Republic%20of%20Congo_precipMM,Democratic%20Republic%20of%20Congo_pressure,Democratic%20Republic%20of%20Congo_tempC,Democratic%20Republic%20of%20Congo_visibility,Democratic%20Republic%20of%20Congo_winddirDegree,Democratic%20Republic%20of%20Congo_windspeedKmph,Democratic%20Republic%20of%20Congo_location
2020-10-27,29,22,0.0,6.1,6,71,03:05 PM,02:49 AM,05:36 AM,05:50 PM,21,27,27,25,10,76,76,0.2,1010,29,10,272,7,Democratic%20Republic%20of%20Congo
2020-10-28,30,24,0.0,6.1,6,78,03:48 PM,03:29 AM,05:35 AM,05:50 PM,22,29,29,26,14,82,76,53.9,1010,30,7,248,9,Democratic%20Republic%20of%20Congo
2020-10-29,31,22,0.0,6.1,6,85,04:29 PM,04:08 AM,05:35 AM,05:50 PM,21,28,28,26,8,80,76,7.8,1011,31,9,259,6,Democratic%20Republic%20of%20Congo
2020-10-30,27,23,0.0,8.8,6,93,05:12 PM,04:47 AM,05:35 AM,05:50 PM,21,27,27,25,8,70,81,20.3,1012,27,8,235,5,Democratic%20Republic%20of%20Congo
2020-10-31,27,23,0.0,7.5,6,97,05:55 PM,05:26 AM,05:35 AM,05:50 PM,21,27,27,25,6,64,80,5.2,1011,27,8,279,4,Democratic%20Republic%20of%20Congo
2020-11-01,31,24,0.0,6.1,6,89,06:39 PM,06:07 AM,05:35 AM,05:51 PM,21,29,29,27,13,73,74,21.3,1009,31,9,253,8,Democratic%20Republic%20of%20Congo
2020-11-02,29,23,0.0,6.1,6,81,07:26 PM,06:49 AM,05:35 AM,05:51 PM,21,28,28,26,11,80,79,17.7,1011,29,8,242,8,Democratic%20Republic%20of%20Congo
2020-11-03,31,22,0.0,7.5,6,74,08:14 PM,07:35 AM,05:35 AM,05:51 PM,22,30,30,27,5,56,74,20.0,1011,31,9,285,4,Democratic%20Republic%20of%20Congo
2020-11-04,31,24,0.0,6.1,6,66,09:05 PM,08:23 AM,05:34 AM,05:51 PM,22,29,29,27,10,68,74,1.2,1011,31,10,268,8,Democratic%20Republic%20of%20Congo
2020-11-05,30,24,0.0,6.1,6,58,09:58 PM,09:14 AM,05:34 AM,05:51 PM,22,29,29,26,12,84,76,19.8,1010,30,9,273,7,Democratic%20Republic%20of%20Congo
2020-11-06,28,23,0.0,6.1,6,51,10:51 PM,10:06 AM,05:34 AM,05:51 PM,21,27,27,25,12,80,82,37.8,1012,28,5,270,8,Democratic%20Republic%20of%20Congo
2020-11-07,30,23,0.0,10.2,6,43,11:43 PM,11:00 AM,05:34 AM,05:51 PM,21,28,28,26,8,56,75,17.6,1012,30,9,269,6,Democratic%20Republic%20of%20Congo
2020-11-08,30,24,0.0,6.1,6,36,No moonrise,11:55 AM,05:34 AM,05:51 PM,22,29,29,26,9,79,75,15.6,1012,30,9,263,7,Democratic%20Republic%20of%20Congo
2020-11-09,31,23,0.0,8.8,6,28,12:34 AM,12:48 PM,05:34 AM,05:52 PM,21,29,29,26,13,64,76,13.9,1013,31,9,282,9,Democratic%20Republic%20of%20Congo
2020-11-10,24,23,0.0,6.1,5,21,01:25 AM,01:42 PM,05:34 AM,05:52 PM,21,25,25,23,8,83,89,54.1,1013,24,6,275,5,Democratic%20Republic%20of%20Congo
2020-11-11,30,24,0.0,7.5,6,13,02:14 AM,02:34 PM,05:34 AM,05:52 PM,21,29,29,26,4,66,73,1.7,1011,30,10,203,3,Democratic%20Republic%20of%20Congo
2020-11-12,34,24,0.0,7.5,6,6,03:04 AM,03:28 PM,05:34 AM,05:52 PM,20,30,30,28,5,49,65,13.2,1011,34,9,126,4,Democratic%20Republic%20of%20Congo
2020-11-13,31,23,0.0,7.5,6,0,03:54 AM,04:23 PM,05:34 AM,05:53 PM,21,28,28,26,13,68,76,85.3,1012,31,7,226,7,Democratic%20Republic%20of%20Congo
2020-11-14,26,23,0.0,7.5,5,0,04:45 AM,05:20 PM,05:34 AM,05:53 PM,21,26,26,24,8,77,84,92.8,1012,26,7,201,5,Democratic%20Republic%20of%20Congo
2020-11-15,32,23,0.0,7.5,6,0,05:40 AM,06:19 PM,05:34 AM,05:53 PM,21,29,29,26,7,65,73,20.4,1011,32,8,233,4,Democratic%20Republic%20of%20Congo
2020-11-16,25,23,0.0,6.1,5,2,06:38 AM,07:22 PM,05:34 AM,05:53 PM,21,26,26,24,9,73,83,27.3,1011,25,8,244,6,Democratic%20Republic%20of%20Congo
2020-11-17,31,22,0.0,6.1,6,9,07:39 AM,08:24 PM,05:35 AM,05:54 PM,21,29,29,26,8,71,77,22.0,1011,31,9,251,5,Democratic%20Republic%20of%20Congo
2020-11-18,31,22,0.0,7.5,6,17,08:39 AM,09:25 PM,05:35 AM,05:54 PM,20,28,28,26,4,66,75,2.1,1011,31,10,294,3,Democratic%20Republic%20of%20Congo
2020-11-19,27,23,0.0,7.5,5,24,09:40 AM,10:22 PM,05:35 AM,05:54 PM,21,26,26,24,10,75,82,19.5,1011,27,9,217,7,Democratic%20Republic%20of%20Congo
2020-11-20,31,22,0.0,6.1,6,32,10:36 AM,11:15 PM,05:35 AM,05:55 PM,21,29,29,26,5,80,75,6.0,1010,31,10,279,3,Democratic%20Republic%20of%20Congo
2020-11-21,30,23,0.0,7.5,6,39,11:29 AM,No moonset,05:35 AM,05:55 PM,22,28,28,25,7,82,80,29.9,1010,30,8,293,5,Democratic%20Republic%20of%20Congo
2020-11-22,23,18,0.0,6.1,5,47,12:17 PM,12:03 AM,05:35 AM,05:55 PM,20,25,25,22,9,84,86,39.4,1012,23,8,196,6,Democratic%20Republic%20of%20Congo
2020-11-23,29,23,0.0,10.2,6,54,01:03 PM,12:47 AM,05:36 AM,05:56 PM,21,28,28,25,8,62,77,3.6,1012,29,10,254,6,Democratic%20Republic%20of%20Congo
2020-11-24,24,22,0.0,6.1,5,62,01:46 PM,01:29 AM,05:36 AM,05:56 PM,21,25,25,23,6,76,87,29.7,1013,24,8,173,4,Democratic%20Republic%20of%20Congo
2020-11-25,34,23,0.0,8.9,7,70,02:28 PM,02:08 AM,05:36 AM,05:56 PM,21,31,31,28,2,54,69,4.5,1011,34,10,172,1,Democratic%20Republic%20of%20Congo
2020-11-26,32,24,0.0,6.1,6,77,03:10 PM,02:46 AM,05:36 AM,05:57 PM,21,30,30,27,8,75,72,28.8,1010,32,7,204,5,Democratic%20Republic%20of%20Congo
2020-11-27,29,23,0.0,6.1,6,85,03:52 PM,03:25 AM,05:36 AM,05:57 PM,21,28,28,25,10,78,79,9.7,1011,29,9,241,7,Democratic%20Republic%20of%20Congo
2020-11-28,28,23,0.0,7.5,6,92,04:36 PM,04:05 AM,05:37 AM,05:57 PM,21,27,27,25,7,59,81,14.3,1011,28,9,237,5,Democratic%20Republic%20of%20Congo
2020-11-29,27,23,0.0,8.9,6,100,05:22 PM,04:47 AM,05:37 AM,05:58 PM,21,27,27,25,7,55,78,4.4,1012,27,9,208,5,Democratic%20Republic%20of%20Congo
2020-11-30,30,23,0.0,10.2,6,100,06:10 PM,05:32 AM,05:37 AM,05:58 PM,21,29,29,26,10,61,74,8.6,1012,30,9,205,7,Democratic%20Republic%20of%20Congo
2020-12-01,30,24,0.0,7.5,6,89,07:01 PM,06:19 AM,05:38 AM,05:59 PM,21,28,28,26,7,60,74,13.9,1011,30,9,211,5,Democratic%20Republic%20of%20Congo
2020-12-02,30,24,0.0,11.6,6,82,07:54 PM,07:10 AM,05:38 AM,05:59 PM,21,28,28,26,8,56,76,7.9,1010,30,9,253,5,Democratic%20Republic%20of%20Congo
2020-12-03,28,23,0.0,9.2,6,75,08:47 PM,08:03 AM,05:38 AM,06:00 PM,21,27,27,25,11,65,79,5.1,1012,28,9,244,8,Democratic%20Republic%20of%20Congo
2020-12-04,32,23,0.0,11.9,6,67,09:40 PM,08:57 AM,05:39 AM,06:00 PM,21,29,29,26,9,54,72,9.8,1012,32,9,256,7,Democratic%20Republic%20of%20Congo
2020-12-05,31,23,0.0,10.5,6,60,10:31 PM,09:51 AM,05:39 AM,06:00 PM,21,29,29,26,9,61,72,13.9,1012,31,9,267,6,Democratic%20Republic%20of%20Congo
2020-12-06,29,24,0.0,7.9,6,53,11:21 PM,10:43 AM,05:39 AM,06:01 PM,21,28,28,26,7,63,74,23.7,1012,29,8,231,4,Democratic%20Republic%20of%20Congo
2020-12-07,34,23,0.0,10.5,7,46,No moonrise,11:36 AM,05:40 AM,06:01 PM,21,31,31,28,4,66,67,5.0,1012,34,9,161,3,Democratic%20Republic%20of%20Congo
2020-12-08,27,23,0.0,7.9,5,38,12:09 AM,12:26 PM,05:40 AM,06:02 PM,21,27,27,24,8,79,81,18.3,1013,27,9,219,5,Democratic%20Republic%20of%20Congo
2020-12-09,30,23,0.0,7.9,6,31,12:56 AM,01:18 PM,05:41 AM,06:02 PM,21,28,28,26,7,74,75,6.6,1012,30,9,219,4,Democratic%20Republic%20of%20Congo
2020-12-10,33,23,0.0,11.9,6,24,01:44 AM,02:09 PM,05:41 AM,06:03 PM,21,30,30,27,4,60,72,7.6,1011,33,9,130,3,Democratic%20Republic%20of%20Congo
2020-12-11,30,23,0.0,10.5,6,17,02:32 AM,03:03 PM,05:41 AM,06:03 PM,21,28,28,26,10,68,73,12.0,1012,30,9,249,6,Democratic%20Republic%20of%20Congo
2020-12-12,30,24,0.0,7.9,6,9,03:24 AM,04:00 PM,05:42 AM,06:04 PM,21,29,29,26,8,71,75,21.7,1011,30,8,241,5,Democratic%20Republic%20of%20Congo
2020-12-13,27,24,0.0,7.9,6,2,04:19 AM,05:00 PM,05:42 AM,06:04 PM,21,27,27,25,8,78,80,1.2,1010,27,10,248,6,Democratic%20Republic%20of%20Congo
2020-12-14,26,23,0.0,11.9,5,0,05:18 AM,06:02 PM,05:43 AM,06:05 PM,21,26,26,24,4,53,81,1.6,1010,26,10,192,3,Democratic%20Republic%20of%20Congo
2020-12-15,31,23,0.0,9.2,6,0,06:19 AM,07:05 PM,05:43 AM,06:05 PM,21,29,29,27,6,68,73,5.3,1010,31,10,290,4,Democratic%20Republic%20of%20Congo
2020-12-16,32,24,0.0,10.5,6,5,07:21 AM,08:06 PM,05:44 AM,06:06 PM,21,30,30,27,9,72,72,21.1,1010,32,8,219,6,Democratic%20Republic%20of%20Congo
2020-12-17,31,23,0.0,7.9,6,12,08:20 AM,09:02 PM,05:44 AM,06:06 PM,21,29,29,26,15,73,77,27.8,1011,31,8,245,10,Democratic%20Republic%20of%20Congo
2020-12-18,25,23,0.0,9.2,5,20,09:17 AM,09:54 PM,05:45 AM,06:07 PM,21,26,26,24,6,77,83,0.6,1012,25,9,195,4,Democratic%20Republic%20of%20Congo
2020-12-19,30,23,0.0,7.9,6,27,10:09 AM,10:41 PM,05:45 AM,06:07 PM,21,28,28,26,9,79,76,8.9,1011,30,9,252,7,Democratic%20Republic%20of%20Congo
2020-12-20,24,23,0.0,7.9,5,34,10:57 AM,11:25 PM,05:46 AM,06:08 PM,21,26,26,23,9,66,85,14.3,1012,24,9,204,6,Democratic%20Republic%20of%20Congo
2020-12-21,26,22,0.0,12.6,5,41,11:42 AM,No moonset,05:46 AM,06:08 PM,20,26,26,24,4,44,81,0.6,1011,26,10,189,3,Democratic%20Republic%20of%20Congo
2020-12-22,35,23,0.0,11.9,7,49,12:24 PM,12:05 AM,05:47 AM,06:09 PM,20,31,31,28,3,52,66,3.5,1011,35,10,200,2,Democratic%20Republic%20of%20Congo
2020-12-23,31,24,0.0,7.9,6,56,01:07 PM,12:44 AM,05:47 AM,06:09 PM,21,29,29,26,9,83,73,4.6,1010,31,9,238,7,Democratic%20Republic%20of%20Congo
2020-12-24,27,23,0.0,9.2,6,63,01:49 PM,01:23 AM,05:48 AM,06:10 PM,21,27,27,25,8,77,80,10.7,1011,27,9,267,5,Democratic%20Republic%20of%20Congo
2020-12-25,33,23,0.0,12.6,6,70,02:32 PM,02:02 AM,05:48 AM,06:10 PM,21,31,31,28,5,54,71,7.1,1009,33,10,278,4,Democratic%20Republic%20of%20Congo
2020-12-26,34,24,0.0,10.5,6,78,03:17 PM,02:43 AM,05:49 AM,06:11 PM,21,31,31,28,7,62,68,6.5,1009,34,10,219,5,Democratic%20Republic%20of%20Congo
2020-12-27,31,24,0.0,9.2,6,85,04:04 PM,03:27 AM,05:49 AM,06:11 PM,22,29,29,27,9,79,76,15.9,1009,31,9,223,7,Democratic%20Republic%20of%20Congo
2020-12-28,26,24,0.0,10.5,6,92,04:55 PM,04:13 AM,05:50 AM,06:12 PM,21,27,27,25,9,62,82,25.9,1009,26,8,251,5,Democratic%20Republic%20of%20Congo
2020-12-29,31,24,0.0,9.2,6,100,05:47 PM,05:04 AM,05:50 AM,06:12 PM,21,29,29,27,8,67,74,11.9,1009,31,9,212,5,Democratic%20Republic%20of%20Congo
2020-12-30,28,21,0.0,9.2,6,100,06:41 PM,05:56 AM,05:51 AM,06:12 PM,21,28,28,25,9,66,77,19.0,1010,28,9,198,6,Democratic%20Republic%20of%20Congo
2020-12-31,32,22,0.0,12.6,7,89,07:35 PM,06:51 AM,05:51 AM,06:13 PM,20,29,29,26,10,48,71,2.2,1011,32,10,251,7,Democratic%20Republic%20of%20Congo
2021-01-01,30,23,0.0,10.5,6,79,08:28 PM,07:46 AM,05:52 AM,06:13 PM,21,29,29,26,9,60,73,2.9,1010,30,10,253,7,Democratic%20Republic%20of%20Congo
2021-01-02,31,24,0.0,10.5,6,71,09:19 PM,08:40 AM,05:52 AM,06:14 PM,21,29,29,27,7,60,71,7.3,1010,31,9,252,5,Democratic%20Republic%20of%20Congo
2021-01-03,31,24,0.0,7.9,6,64,10:07 PM,09:33 AM,05:53 AM,06:14 PM,21,29,29,27,7,73,72,19.5,1011,31,9,240,4,Democratic%20Republic%20of%20Congo
2021-01-04,28,24,0.0,7.9,6,57,10:54 PM,10:24 AM,05:53 AM,06:15 PM,21,28,28,26,8,69,76,12.1,1010,28,9,233,5,Democratic%20Republic%20of%20Congo
2021-01-05,32,24,0.0,9.2,6,50,11:41 PM,11:14 AM,05:54 AM,06:15 PM,20,31,31,28,7,66,67,8.2,1010,32,9,184,5,Democratic%20Republic%20of%20Congo
2021-01-06,31,24,0.0,9.2,6,42,No moonrise,12:04 PM,05:54 AM,06:15 PM,21,29,29,27,8,66,72,17.3,1010,31,8,260,5,Democratic%20Republic%20of%20Congo
2021-01-07,27,21,0.0,11.9,6,35,12:27 AM,12:55 PM,05:54 AM,06:16 PM,20,27,27,25,10,57,76,12.0,1011,27,8,233,7,Democratic%20Republic%20of%20Congo
2021-01-08,27,24,0.0,12.6,7,28,01:16 AM,01:49 PM,05:55 AM,06:16 PM,20,27,27,25,5,34,73,0.0,1011,27,10,222,4,Democratic%20Republic%20of%20Congo
2021-01-09,31,21,0.0,7.9,6,20,02:07 AM,02:45 PM,05:55 AM,06:16 PM,21,28,28,26,10,65,75,7.0,1010,31,9,261,7,Democratic%20Republic%20of%20Congo
2021-01-10,31,23,0.0,10.5,6,13,03:03 AM,03:45 PM,05:56 AM,06:17 PM,21,29,29,27,10,62,73,3.8,1010,31,10,245,7,Democratic%20Republic%20of%20Congo
2021-01-11,31,23,0.0,10.5,6,6,04:01 AM,04:46 PM,05:56 AM,06:17 PM,21,28,28,26,10,70,74,3.7,1010,31,10,258,7,Democratic%20Republic%20of%20Congo
2021-01-12,26,22,0.0,9.2,5,0,05:02 AM,05:48 PM,05:57 AM,06:17 PM,21,26,26,24,6,76,83,7.3,1011,26,9,258,4,Democratic%20Republic%20of%20Congo
2021-01-13,29,22,0.0,10.5,6,0,06:02 AM,06:46 PM,05:57 AM,06:18 PM,20,27,27,25,12,74,73,1.4,1012,29,10,247,9,Democratic%20Republic%20of%20Congo
2021-01-14,26,22,0.0,7.9,5,1,07:01 AM,07:41 PM,05:58 AM,06:18 PM,20,26,26,24,9,70,78,14.9,1012,26,9,266,6,Democratic%20Republic%20of%20Congo
2021-01-15,31,22,0.0,10.5,6,8,07:56 AM,08:31 PM,05:58 AM,06:18 PM,20,28,28,26,8,57,71,2.8,1011,31,10,265,6,Democratic%20Republic%20of%20Congo
2021-01-16,32,23,0.0,11.9,6,16,08:46 AM,09:17 PM,05:58 AM,06:19 PM,20,29,29,27,8,58,67,1.5,1010,32,10,250,6,Democratic%20Republic%20of%20Congo
2021-01-17,28,23,0.0,11.9,6,23,09:34 AM,09:59 PM,05:59 AM,06:19 PM,20,27,27,25,8,51,76,4.8,1010,28,10,250,6,Democratic%20Republic%20of%20Congo
2021-01-18,32,23,0.0,9.2,6,30,10:18 AM,10:39 PM,05:59 AM,06:19 PM,21,30,30,27,8,74,71,7.6,1010,32,9,229,5,Democratic%20Republic%20of%20Congo
2021-01-19,32,23,0.0,11.7,6,38,11:01 AM,11:19 PM,06:00 AM,06:19 PM,21,29,29,27,10,70,69,7.4,1011,32,10,237,7,Democratic%20Republic%20of%20Congo
2021-01-20,32,23,0.0,7.6,6,45,11:44 AM,11:58 PM,06:00 AM,06:20 PM,21,30,30,27,7,75,73,5.7,1011,32,10,217,5,Democratic%20Republic%20of%20Congo
2021-01-21,33,23,0.0,7.6,6,52,12:26 PM,No moonset,06:00 AM,06:20 PM,21,30,30,28,6,83,70,4.4,1011,33,10,243,4,Democratic%20Republic%20of%20Congo
2021-01-22,29,24,0.0,6.1,6,59,01:10 PM,12:38 AM,06:01 AM,06:20 PM,21,29,29,27,10,68,72,18.8,1010,29,9,248,6,Democratic%20Republic%20of%20Congo
2021-01-23,29,24,0.0,7.5,6,67,01:56 PM,01:21 AM,06:01 AM,06:20 PM,21,29,29,26,9,72,75,25.3,1010,29,8,240,5,Democratic%20Republic%20of%20Congo
2021-01-24,28,23,0.0,7.5,6,74,02:45 PM,02:06 AM,06:01 AM,06:20 PM,21,28,28,25,10,71,76,1.0,1011,28,10,227,8,Democratic%20Republic%20of%20Congo
2021-01-25,31,23,0.0,8.8,6,81,03:37 PM,02:54 AM,06:02 AM,06:20 PM,21,29,29,27,6,63,71,4.1,1011,31,10,246,4,Democratic%20Republic%20of%20Congo
2021-01-26,32,24,0.0,6.1,6,88,04:30 PM,03:46 AM,06:02 AM,06:21 PM,21,29,29,27,6,77,71,9.7,1010,32,9,166,4,Democratic%20Republic%20of%20Congo
2021-01-27,29,24,0.0,6.1,6,96,05:25 PM,04:40 AM,06:02 AM,06:21 PM,21,28,28,26,7,73,75,25.4,1011,29,8,211,4,Democratic%20Republic%20of%20Congo
2021-01-28,32,22,0.0,7.5,6,100,06:19 PM,05:36 AM,06:03 AM,06:21 PM,20,29,29,26,7,62,70,5.0,1011,32,9,142,5,Democratic%20Republic%20of%20Congo
2021-01-29,32,23,0.0,10.2,6,90,07:12 PM,06:31 AM,06:03 AM,06:21 PM,20,29,29,27,5,38,66,0.1,1011,32,10,123,4,Democratic%20Republic%20of%20Congo
2021-01-30,27,24,0.0,8.8,6,82,08:03 PM,07:26 AM,06:03 AM,06:21 PM,21,27,27,25,10,55,76,34.1,1011,27,7,224,6,Democratic%20Republic%20of%20Congo
2021-01-31,28,23,0.0,6.1,6,79,08:51 PM,08:19 AM,06:03 AM,06:21 PM,21,27,27,25,7,58,76,0.4,1011,28,10,255,5,Democratic%20Republic%20of%20Congo
2021-02-01,34,23,0.0,10.2,7,63,09:39 PM,09:11 AM,06:04 AM,06:21 PM,21,31,31,29,8,57,67,0.4,1011,34,10,256,6,Democratic%20Republic%20of%20Congo
2021-02-02,32,24,0.0,6.1,6,55,10:25 PM,10:01 AM,06:04 AM,06:21 PM,21,29,29,27,9,79,73,8.1,1012,32,10,252,6,Democratic%20Republic%20of%20Congo
2021-02-03,34,25,0.0,7.5,7,48,11:14 PM,10:53 AM,06:04 AM,06:21 PM,21,31,31,28,6,50,66,2.2,1011,34,10,245,4,Democratic%20Republic%20of%20Congo
2021-02-04,35,25,0.0,8.8,7,40,No moonrise,11:45 AM,06:04 AM,06:21 PM,21,32,32,29,6,50,65,12.1,1011,35,9,211,4,Democratic%20Republic%20of%20Congo
2021-02-05,32,25,0.0,8.8,6,33,12:03 AM,12:39 PM,06:04 AM,06:21 PM,22,31,31,28,11,69,71,34.3,1010,32,7,241,7,Democratic%20Republic%20of%20Congo
2021-02-06,32,25,0.0,8.8,6,25,12:56 AM,01:37 PM,06:05 AM,06:21 PM,22,31,31,28,7,55,71,24.9,1010,32,8,257,4,Democratic%20Republic%20of%20Congo
2021-02-07,32,25,0.0,8.8,6,18,01:52 AM,02:35 PM,06:05 AM,06:21 PM,21,30,30,28,14,63,69,12.3,1010,32,9,267,10,Democratic%20Republic%20of%20Congo
