date_time,Lebanon_maxtempC,Lebanon_mintempC,Lebanon_totalSnow_cm,Lebanon_sunHour,Lebanon_uvIndex,Lebanon_moon_illumination,Lebanon_moonrise,Lebanon_moonset,Lebanon_sunrise,Lebanon_sunset,Lebanon_DewPointC,Lebanon_FeelsLikeC,Lebanon_HeatIndexC,Lebanon_WindChillC,Lebanon_WindGustKmph,Lebanon_cloudcover,Lebanon_humidity,Lebanon_precipMM,Lebanon_pressure,Lebanon_tempC,Lebanon_visibility,Lebanon_winddirDegree,Lebanon_windspeedKmph,Lebanon_location
2020-09-24,27,20,0.0,11.6,7,47,01:04 PM,11:03 PM,05:28 AM,05:32 PM,19,26,26,24,11,13,67,0.0,1012,27,10,223,9,Lebanon
2020-09-25,26,20,0.0,11.6,7,55,01:59 PM,No moonset,05:29 AM,05:30 PM,19,27,27,25,14,2,68,0.0,1010,26,10,209,11,Lebanon
2020-09-26,27,21,0.0,11.6,7,62,02:47 PM,12:01 AM,05:29 AM,05:29 PM,19,27,27,25,10,21,64,0.1,1010,27,10,250,8,Lebanon
2020-09-27,28,24,0.0,11.6,7,70,03:28 PM,01:01 AM,05:30 AM,05:28 PM,19,28,28,26,19,0,65,0.0,1013,28,10,140,13,Lebanon
2020-09-28,31,22,0.0,11.6,7,78,04:04 PM,02:00 AM,05:31 AM,05:26 PM,18,29,29,27,30,0,56,0.0,1014,31,10,11,18,Lebanon
2020-09-29,31,23,0.0,11.6,7,85,04:35 PM,02:59 AM,05:31 AM,05:25 PM,20,31,31,28,13,0,58,0.0,1012,31,10,155,9,Lebanon
2020-09-30,29,25,0.0,11.6,7,93,05:04 PM,03:56 AM,05:32 AM,05:24 PM,20,30,30,27,20,2,64,0.0,1008,29,10,206,14,Lebanon
2020-10-01,27,24,0.0,11.6,7,97,05:32 PM,04:52 AM,05:33 AM,05:22 PM,18,27,27,25,25,1,65,0.0,1009,27,10,218,18,Lebanon
2020-10-02,27,22,0.0,11.6,7,100,05:58 PM,05:47 AM,05:34 AM,05:21 PM,18,27,27,25,9,1,62,0.0,1013,27,10,248,7,Lebanon
2020-10-03,26,19,0.0,11.6,7,89,06:25 PM,06:41 AM,05:34 AM,05:19 PM,17,26,26,24,18,2,64,0.0,1014,26,10,137,13,Lebanon
2020-10-04,27,23,0.0,11.6,7,82,06:54 PM,07:36 AM,05:35 AM,05:18 PM,17,27,27,26,10,0,60,0.0,1014,27,10,161,8,Lebanon
2020-10-05,28,24,0.0,11.6,7,74,07:25 PM,08:32 AM,05:36 AM,05:17 PM,17,27,27,25,14,0,59,0.0,1014,28,10,133,10,Lebanon
2020-10-06,29,22,0.0,11.6,7,67,08:00 PM,09:28 AM,05:36 AM,05:15 PM,16,27,27,26,18,0,53,0.0,1013,29,10,139,12,Lebanon
2020-10-07,32,25,0.0,11.6,8,60,08:39 PM,10:25 AM,05:37 AM,05:14 PM,16,30,30,29,14,0,46,0.0,1013,32,10,102,9,Lebanon
2020-10-08,32,27,0.0,11.6,8,53,09:25 PM,11:22 AM,05:38 AM,05:13 PM,16,30,30,30,12,10,42,0.0,1013,32,10,93,8,Lebanon
2020-10-09,32,25,0.0,11.6,8,45,10:17 PM,12:17 PM,05:39 AM,05:11 PM,16,30,30,30,12,1,42,0.0,1014,32,10,180,8,Lebanon
2020-10-10,29,23,0.0,11.6,7,38,11:15 PM,01:09 PM,05:40 AM,05:10 PM,17,29,29,28,7,3,53,0.0,1014,29,10,296,5,Lebanon
2020-10-11,26,19,0.0,11.6,6,31,No moonrise,01:57 PM,05:40 AM,05:09 PM,19,26,26,24,8,16,70,0.0,1014,26,10,269,7,Lebanon
2020-10-12,26,23,0.0,11.6,6,23,12:19 AM,02:41 PM,05:41 AM,05:08 PM,18,26,26,24,8,7,69,0.0,1014,26,10,313,6,Lebanon
2020-10-13,25,20,0.0,10.2,5,16,01:26 AM,03:21 PM,05:42 AM,05:06 PM,19,25,25,23,8,37,73,0.0,1014,25,10,320,7,Lebanon
2020-10-14,26,19,0.0,11.6,6,9,02:35 AM,03:58 PM,05:43 AM,05:05 PM,16,25,25,23,9,6,62,0.0,1016,26,10,141,7,Lebanon
2020-10-15,27,19,0.0,11.6,7,2,03:46 AM,04:33 PM,05:43 AM,05:04 PM,19,26,26,24,9,11,69,0.0,1016,27,10,251,7,Lebanon
2020-10-16,25,19,0.0,11.6,6,0,04:57 AM,05:08 PM,05:44 AM,05:03 PM,18,25,25,23,7,29,69,0.0,1015,25,10,310,6,Lebanon
2020-10-17,25,22,0.0,11.6,6,0,06:09 AM,05:45 PM,05:45 AM,05:01 PM,17,26,26,24,11,8,66,0.0,1014,25,10,179,8,Lebanon
2020-10-18,26,20,0.0,11.5,5,5,07:23 AM,06:24 PM,05:46 AM,05:00 PM,16,25,25,23,23,18,62,0.0,1014,26,10,53,16,Lebanon
2020-10-19,29,24,0.0,11.1,7,13,08:35 AM,07:09 PM,05:47 AM,04:59 PM,15,27,27,26,26,14,52,0.0,1016,29,10,16,17,Lebanon
2020-10-20,29,19,0.0,11.1,6,20,09:47 AM,07:59 PM,05:47 AM,04:58 PM,16,26,26,25,21,39,55,0.0,1016,29,10,154,14,Lebanon
2020-10-21,26,21,0.0,11.1,6,27,10:54 AM,08:54 PM,05:48 AM,04:57 PM,17,26,26,24,24,3,66,0.0,1017,26,10,142,17,Lebanon
2020-10-22,26,23,0.0,11.1,6,35,11:54 AM,09:53 PM,05:49 AM,04:55 PM,17,26,26,24,34,0,63,0.0,1018,26,10,57,22,Lebanon
2020-10-23,26,22,0.0,11.0,7,42,12:45 PM,10:53 PM,05:50 AM,04:54 PM,16,26,26,24,29,0,59,0.0,1016,26,10,14,18,Lebanon
2020-10-24,30,22,0.0,11.0,6,49,01:29 PM,11:54 PM,05:51 AM,04:53 PM,14,27,27,26,14,26,45,0.0,1013,30,10,158,9,Lebanon
2020-10-25,30,20,0.0,10.1,7,56,02:07 PM,No moonset,05:52 AM,04:52 PM,12,27,27,26,16,38,40,0.0,1012,30,10,73,9,Lebanon
2020-10-26,29,23,0.0,11.0,7,64,02:39 PM,12:53 AM,05:52 AM,04:51 PM,13,28,28,28,16,1,40,0.0,1013,29,10,115,10,Lebanon
2020-10-27,27,19,0.0,11.0,7,71,03:09 PM,01:51 AM,05:53 AM,04:50 PM,16,26,26,24,14,2,56,0.0,1013,27,10,248,9,Lebanon
2020-10-28,26,22,0.0,11.0,6,78,03:36 PM,02:46 AM,05:54 AM,04:49 PM,17,26,26,24,10,8,65,0.0,1015,26,10,280,7,Lebanon
2020-10-29,25,23,0.0,10.9,6,85,04:02 PM,03:42 AM,05:55 AM,04:48 PM,19,26,26,24,17,10,73,0.0,1016,25,10,254,12,Lebanon
2020-10-30,25,19,0.0,8.5,5,93,04:29 PM,04:36 AM,05:56 AM,04:47 PM,17,25,25,22,26,38,70,0.0,1015,25,10,53,18,Lebanon
2020-10-31,24,18,0.0,10.9,6,97,04:57 PM,05:31 AM,05:57 AM,04:46 PM,17,24,24,22,14,23,70,0.0,1014,24,10,208,10,Lebanon
2020-11-01,24,19,0.0,10.9,5,89,05:27 PM,06:26 AM,05:58 AM,04:45 PM,17,24,24,22,11,45,71,0.0,1014,24,10,308,8,Lebanon
2020-11-02,23,16,0.0,5.4,5,81,06:00 PM,07:23 AM,05:58 AM,04:44 PM,16,24,24,21,8,54,67,1.2,1016,23,10,260,6,Lebanon
2020-11-03,23,20,0.0,10.1,5,74,06:38 PM,08:20 AM,05:59 AM,04:43 PM,15,23,23,22,17,48,66,1.1,1017,23,10,202,13,Lebanon
2020-11-04,21,18,0.0,5.2,5,66,07:21 PM,09:17 AM,06:00 AM,04:42 PM,14,20,21,20,39,78,69,28.9,1013,21,8,205,24,Lebanon
2020-11-05,20,15,0.0,3.9,4,58,08:11 PM,10:12 AM,06:01 AM,04:41 PM,13,19,19,19,24,79,68,44.7,1008,20,6,196,13,Lebanon
2020-11-06,22,19,0.0,8.7,5,51,09:06 PM,11:05 AM,06:02 AM,04:41 PM,13,20,22,20,9,40,60,3.3,1012,22,10,138,7,Lebanon
2020-11-07,22,16,0.0,5.5,5,43,10:06 PM,11:54 AM,06:03 AM,04:40 PM,13,21,23,21,12,58,59,7.7,1014,22,9,162,9,Lebanon
2020-11-08,24,16,0.0,8.7,6,36,11:10 PM,12:37 PM,06:04 AM,04:39 PM,12,24,24,22,16,29,50,0.0,1015,24,10,81,11,Lebanon
2020-11-09,24,20,0.0,7.1,5,28,No moonrise,01:17 PM,06:05 AM,04:38 PM,13,24,24,22,22,66,55,5.9,1017,24,9,169,15,Lebanon
2020-11-10,24,20,0.0,7.1,5,21,12:16 AM,01:54 PM,06:06 AM,04:38 PM,13,25,25,23,6,34,56,1.1,1016,24,10,209,5,Lebanon
2020-11-11,22,18,0.0,3.9,5,13,01:24 AM,02:28 PM,06:07 AM,04:37 PM,15,21,24,21,15,81,64,26.7,1016,22,8,215,9,Lebanon
2020-11-12,23,17,0.0,3.9,5,6,02:32 AM,03:02 PM,06:08 AM,04:36 PM,14,24,24,21,8,78,61,1.3,1019,23,10,199,6,Lebanon
2020-11-13,24,15,0.0,8.7,6,0,03:42 AM,03:37 PM,06:08 AM,04:35 PM,12,22,22,21,18,5,54,0.0,1020,24,10,105,12,Lebanon
2020-11-14,23,15,0.0,8.7,5,0,04:54 AM,04:14 PM,06:09 AM,04:35 PM,12,21,23,21,20,34,53,0.6,1016,23,10,68,13,Lebanon
2020-11-15,21,14,0.0,3.8,4,0,06:08 AM,04:56 PM,06:10 AM,04:34 PM,12,19,19,19,27,78,64,36.6,1014,21,7,218,14,Lebanon
2020-11-16,21,12,0.0,7.1,4,2,07:22 AM,05:44 PM,06:11 AM,04:34 PM,11,18,19,18,13,43,58,5.6,1018,21,9,178,10,Lebanon
2020-11-17,21,17,0.0,8.7,5,9,08:33 AM,06:37 PM,06:12 AM,04:33 PM,10,20,20,20,11,25,54,0.4,1020,21,10,125,8,Lebanon
2020-11-18,22,15,0.0,8.7,6,17,09:39 AM,07:37 PM,06:13 AM,04:33 PM,9,19,21,19,14,5,50,0.0,1018,22,10,125,9,Lebanon
2020-11-19,23,14,0.0,8.7,6,24,10:37 AM,08:39 PM,06:14 AM,04:32 PM,9,20,21,20,10,11,46,0.0,1013,23,10,140,7,Lebanon
2020-11-20,21,15,0.0,3.8,4,32,11:26 AM,09:43 PM,06:15 AM,04:32 PM,12,19,19,19,33,77,61,17.2,1010,21,9,202,21,Lebanon
2020-11-21,19,14,0.0,3.8,4,39,12:06 PM,10:44 PM,06:16 AM,04:31 PM,12,17,17,17,28,81,68,24.0,1014,19,8,187,17,Lebanon
2020-11-22,20,14,0.0,8.7,5,47,12:41 PM,11:43 PM,06:17 AM,04:31 PM,12,18,18,18,19,16,64,0.1,1020,20,10,198,14,Lebanon
2020-11-23,20,12,0.0,8.7,4,54,01:12 PM,No moonset,06:18 AM,04:31 PM,12,18,18,18,12,31,63,0.5,1020,20,10,112,9,Lebanon
2020-11-24,20,12,0.0,8.7,5,62,01:40 PM,12:40 AM,06:19 AM,04:30 PM,12,18,18,18,19,21,65,0.0,1016,20,10,101,13,Lebanon
2020-11-25,20,15,0.0,7.1,4,70,02:06 PM,01:36 AM,06:20 AM,04:30 PM,12,18,18,18,12,45,64,10.9,1011,20,9,273,8,Lebanon
2020-11-26,18,11,0.0,3.8,4,77,02:32 PM,02:30 AM,06:20 AM,04:30 PM,11,16,16,16,9,76,70,26.3,1011,18,8,252,6,Lebanon
2020-11-27,19,12,0.0,3.8,4,85,03:00 PM,03:25 AM,06:21 AM,04:29 PM,10,17,17,17,13,66,62,13.4,1017,19,9,210,9,Lebanon
2020-11-28,20,13,0.0,7.1,4,92,03:29 PM,04:19 AM,06:22 AM,04:29 PM,9,18,19,18,8,39,52,1.3,1018,20,10,130,6,Lebanon
2020-11-29,21,13,0.0,7.1,4,100,04:01 PM,05:16 AM,06:23 AM,04:29 PM,9,19,19,19,6,18,51,0.1,1019,21,10,186,5,Lebanon
2020-11-30,20,14,0.0,8.7,5,100,04:37 PM,06:13 AM,06:24 AM,04:29 PM,10,18,19,18,7,12,56,0.0,1016,20,10,177,5,Lebanon
2020-12-01,20,17,0.0,7.1,4,89,05:19 PM,07:11 AM,06:25 AM,04:29 PM,9,18,18,18,9,56,56,1.6,1014,20,10,115,6,Lebanon
2020-12-02,20,15,0.0,8.7,5,82,06:07 PM,08:08 AM,06:26 AM,04:29 PM,9,18,19,18,10,5,53,0.0,1017,20,10,140,7,Lebanon
2020-12-03,20,18,0.0,8.7,5,75,07:01 PM,09:02 AM,06:27 AM,04:29 PM,9,19,19,19,11,7,53,0.0,1018,20,10,154,8,Lebanon
2020-12-04,21,13,0.0,7.1,4,67,08:00 PM,09:52 AM,06:27 AM,04:29 PM,9,18,19,18,13,45,51,0.6,1017,21,10,178,9,Lebanon
2020-12-05,19,17,0.0,3.8,4,60,09:02 PM,10:37 AM,06:28 AM,04:29 PM,9,18,18,18,11,74,55,12.8,1015,19,9,161,7,Lebanon
2020-12-06,19,11,0.0,5.4,4,53,10:06 PM,11:18 AM,06:29 AM,04:29 PM,9,16,17,16,11,63,58,3.4,1016,19,9,189,8,Lebanon
2020-12-07,20,12,0.0,7.0,4,46,11:11 PM,11:54 AM,06:30 AM,04:29 PM,10,17,18,17,15,42,58,0.4,1018,20,10,171,11,Lebanon
2020-12-08,22,13,0.0,8.7,5,38,No moonrise,12:27 PM,06:31 AM,04:29 PM,9,19,19,19,26,27,53,4.8,1017,22,10,158,17,Lebanon
2020-12-09,18,16,0.0,3.7,4,31,12:16 AM,01:00 PM,06:31 AM,04:29 PM,11,17,17,17,12,74,70,20.2,1021,18,8,195,8,Lebanon
2020-12-10,20,13,0.0,8.7,5,24,01:23 AM,01:33 PM,06:32 AM,04:29 PM,9,17,18,17,10,2,54,0.0,1021,20,10,111,7,Lebanon
2020-12-11,20,15,0.0,8.7,5,17,02:31 AM,02:07 PM,06:33 AM,04:29 PM,8,18,19,18,9,3,47,0.0,1017,20,10,159,7,Lebanon
2020-12-12,22,13,0.0,8.7,6,9,03:42 AM,02:46 PM,06:34 AM,04:30 PM,6,19,20,19,19,8,39,0.0,1015,22,10,149,12,Lebanon
2020-12-13,22,16,0.0,7.0,5,2,04:55 AM,03:30 PM,06:34 AM,04:30 PM,10,20,21,20,12,67,50,0.0,1013,22,10,121,7,Lebanon
2020-12-14,23,11,0.0,3.7,5,0,06:07 AM,04:19 PM,06:35 AM,04:30 PM,10,19,20,19,36,76,54,12.4,1008,23,9,169,22,Lebanon
2020-12-15,18,11,0.0,3.7,4,0,07:17 AM,05:17 PM,06:36 AM,04:30 PM,9,16,16,16,28,83,59,7.7,1008,18,9,171,20,Lebanon
2020-12-16,17,11,0.0,3.7,4,5,08:20 AM,06:19 PM,06:36 AM,04:31 PM,13,14,16,14,56,98,80,61.9,1011,17,7,205,36,Lebanon
2020-12-17,17,10,0.0,5.4,4,12,09:15 AM,07:24 PM,06:37 AM,04:31 PM,12,15,15,15,18,66,76,31.7,1016,17,8,177,11,Lebanon
2020-12-18,18,10,0.0,8.7,5,20,10:00 AM,08:28 PM,06:37 AM,04:32 PM,11,15,16,15,11,11,68,0.0,1020,18,10,100,7,Lebanon
2020-12-19,19,14,0.0,8.7,5,27,10:39 AM,09:31 PM,06:38 AM,04:32 PM,11,17,17,17,12,7,68,0.0,1022,19,10,105,9,Lebanon
2020-12-20,19,13,0.0,8.7,5,34,11:12 AM,10:29 PM,06:39 AM,04:32 PM,8,17,17,17,14,3,55,0.0,1021,19,10,106,10,Lebanon
2020-12-21,21,14,0.0,8.7,5,41,11:42 AM,11:27 PM,06:39 AM,04:33 PM,9,18,18,18,10,3,52,0.0,1020,21,10,127,7,Lebanon
2020-12-22,19,15,0.0,8.7,4,49,12:08 PM,No moonset,06:40 AM,04:33 PM,10,17,17,17,11,39,66,1.4,1018,19,10,292,7,Lebanon
2020-12-23,17,9,0.0,3.7,4,56,12:35 PM,12:21 AM,06:40 AM,04:34 PM,10,15,15,15,10,74,68,8.8,1016,17,9,177,7,Lebanon
2020-12-24,16,10,0.0,5.4,4,63,01:02 PM,01:16 AM,06:40 AM,04:35 PM,7,14,15,14,9,55,60,2.0,1018,16,10,114,6,Lebanon
2020-12-25,17,10,0.0,8.7,5,70,01:30 PM,02:11 AM,06:41 AM,04:35 PM,7,15,15,15,9,1,55,0.0,1022,17,10,97,7,Lebanon
2020-12-26,19,11,0.0,8.7,5,78,02:01 PM,03:07 AM,06:41 AM,04:36 PM,7,17,17,17,7,1,48,0.0,1022,19,10,159,6,Lebanon
2020-12-27,19,17,0.0,8.7,5,85,02:35 PM,04:04 AM,06:42 AM,04:36 PM,5,18,18,18,9,7,43,0.0,1021,19,10,191,7,Lebanon
2020-12-28,19,11,0.0,8.7,5,92,03:15 PM,05:02 AM,06:42 AM,04:37 PM,9,16,17,16,9,8,56,0.0,1020,19,10,232,7,Lebanon
2020-12-29,20,11,0.0,8.7,5,100,04:01 PM,06:00 AM,06:42 AM,04:38 PM,10,17,18,17,6,1,58,0.0,1020,20,10,144,5,Lebanon
2020-12-30,21,14,0.0,8.7,5,100,04:54 PM,06:56 AM,06:43 AM,04:39 PM,8,18,19,18,7,0,49,0.0,1019,21,10,149,6,Lebanon
2020-12-31,19,11,0.0,8.7,5,89,05:53 PM,07:48 AM,06:43 AM,04:39 PM,7,16,17,16,9,7,48,0.0,1018,19,10,178,7,Lebanon
2021-01-01,19,15,0.0,8.7,5,79,06:55 PM,08:36 AM,06:43 AM,04:40 PM,9,18,18,18,8,21,54,0.0,1018,19,10,126,5,Lebanon
2021-01-02,20,14,0.0,8.7,5,71,07:59 PM,09:18 AM,06:43 AM,04:41 PM,9,18,19,18,12,12,55,0.0,1019,20,10,102,8,Lebanon
2021-01-03,20,12,0.0,5.4,4,64,09:04 PM,09:56 AM,06:43 AM,04:42 PM,9,17,18,17,11,45,53,0.0,1018,20,10,182,7,Lebanon
2021-01-04,20,13,0.0,8.7,5,57,10:09 PM,10:30 AM,06:43 AM,04:42 PM,10,18,18,18,10,20,57,0.0,1018,20,10,150,7,Lebanon
2021-01-05,20,13,0.0,8.7,5,50,11:14 PM,11:02 AM,06:44 AM,04:43 PM,10,18,18,18,11,8,55,0.0,1019,20,10,132,7,Lebanon
2021-01-06,21,15,0.0,8.7,5,42,No moonrise,11:34 AM,06:44 AM,04:44 PM,11,19,20,19,7,15,58,0.0,1022,21,10,160,5,Lebanon
2021-01-07,21,18,0.0,8.7,5,35,12:20 AM,12:07 PM,06:44 AM,04:45 PM,11,19,20,19,8,33,59,0.0,1020,21,10,120,5,Lebanon
2021-01-08,20,15,0.0,5.4,4,28,01:27 AM,12:42 PM,06:44 AM,04:46 PM,9,19,19,19,7,28,50,0.0,1020,20,10,120,5,Lebanon
2021-01-09,20,14,0.0,8.7,5,20,02:36 AM,01:22 PM,06:44 AM,04:47 PM,8,18,19,18,5,8,47,0.0,1020,20,10,166,4,Lebanon
2021-01-10,20,12,0.0,8.7,5,13,03:47 AM,02:07 PM,06:44 AM,04:48 PM,7,17,17,17,8,11,48,0.0,1021,20,10,97,6,Lebanon
2021-01-11,21,14,0.0,8.7,5,6,04:56 AM,03:00 PM,06:43 AM,04:48 PM,9,18,19,18,11,6,51,0.0,1023,21,10,101,8,Lebanon
2021-01-12,22,16,0.0,8.7,6,0,06:01 AM,04:00 PM,06:43 AM,04:49 PM,10,19,21,19,9,10,51,0.0,1021,22,10,131,6,Lebanon
2021-01-13,23,15,0.0,8.7,5,0,07:00 AM,05:04 PM,06:43 AM,04:50 PM,8,20,20,20,35,28,46,3.3,1012,23,10,163,20,Lebanon
2021-01-14,15,11,0.0,3.8,3,1,07:50 AM,06:09 PM,06:43 AM,04:51 PM,10,13,14,13,39,80,74,39.9,1008,15,7,212,22,Lebanon
2021-01-15,16,13,0.0,3.8,4,8,08:32 AM,07:13 PM,06:43 AM,04:52 PM,8,13,15,13,32,71,63,11.9,1013,16,9,220,21,Lebanon
2021-01-16,16,13,0.0,8.7,3,16,09:09 AM,08:15 PM,06:43 AM,04:53 PM,7,13,14,13,32,38,63,4.6,1012,16,10,178,23,Lebanon
2021-01-17,16,13,0.0,3.8,4,23,09:40 AM,09:14 PM,06:42 AM,04:54 PM,11,14,15,14,61,94,79,73.5,1009,16,5,224,35,Lebanon
2021-01-18,14,9,0.0,3.8,3,30,10:09 AM,10:10 PM,06:42 AM,04:55 PM,7,10,13,10,37,78,66,22.2,1015,14,9,232,23,Lebanon
2021-01-19,13,9,0.0,3.8,3,38,10:35 AM,11:06 PM,06:42 AM,04:56 PM,9,10,12,10,29,89,79,53.5,1014,13,7,211,20,Lebanon
2021-01-20,12,7,0.0,3.8,3,45,11:02 AM,No moonset,06:41 AM,04:57 PM,4,7,10,7,41,86,63,28.8,1018,12,7,300,23,Lebanon
2021-01-21,13,5,0.0,8.7,4,52,11:30 AM,12:01 AM,06:41 AM,04:58 PM,1,10,11,10,12,10,49,0.0,1029,13,10,178,8,Lebanon
2021-01-22,15,6,0.0,8.7,3,59,11:59 AM,12:56 AM,06:40 AM,04:59 PM,3,11,12,11,11,18,50,0.0,1027,15,10,105,8,Lebanon
2021-01-23,16,6,0.0,8.7,4,67,12:32 PM,01:53 AM,06:40 AM,05:00 PM,1,14,14,14,5,30,41,0.0,1022,16,10,133,4,Lebanon
2021-01-24,17,10,0.0,8.7,5,74,01:10 PM,02:50 AM,06:39 AM,05:01 PM,2,15,15,15,7,6,42,0.0,1021,17,10,195,5,Lebanon
2021-01-25,16,10,0.0,5.6,4,81,01:53 PM,03:48 AM,06:39 AM,05:02 PM,6,14,15,14,6,25,55,0.0,1021,16,10,180,5,Lebanon
2021-01-26,16,8,0.0,4.0,3,88,02:43 PM,04:45 AM,06:38 AM,05:03 PM,5,13,14,13,9,77,53,0.0,1021,16,10,143,6,Lebanon
2021-01-27,18,12,0.0,8.7,5,96,03:40 PM,05:39 AM,06:38 AM,05:04 PM,4,16,16,16,13,30,43,0.0,1013,18,10,150,8,Lebanon
2021-01-28,14,12,0.0,4.0,3,100,04:42 PM,06:29 AM,06:37 AM,05:05 PM,8,12,14,12,28,82,67,18.1,1014,14,9,223,18,Lebanon
2021-01-29,12,7,0.0,4.0,3,90,05:48 PM,07:15 AM,06:37 AM,05:06 PM,7,9,11,9,35,86,74,39.2,1013,12,6,240,23,Lebanon
2021-01-30,15,8,0.0,4.0,3,82,06:54 PM,07:55 AM,06:36 AM,05:07 PM,7,11,13,11,37,89,66,4.1,1016,15,10,212,26,Lebanon
2021-01-31,16,10,0.0,4.0,3,79,08:01 PM,08:31 AM,06:35 AM,05:08 PM,9,13,14,13,35,76,71,14.6,1016,16,9,184,23,Lebanon
2021-02-01,19,12,0.0,8.7,5,63,09:07 PM,09:04 AM,06:35 AM,05:09 PM,8,16,17,16,16,0,57,0.0,1020,19,10,61,10,Lebanon
2021-02-02,22,10,0.0,8.7,5,55,10:13 PM,09:37 AM,06:34 AM,05:10 PM,8,18,19,18,18,3,50,0.0,1018,22,10,78,10,Lebanon
2021-02-03,21,13,0.0,8.7,5,48,11:20 PM,10:09 AM,06:33 AM,05:11 PM,9,18,19,18,11,20,53,0.0,1015,21,10,154,6,Lebanon
2021-02-04,20,13,0.0,5.6,4,40,No moonrise,10:43 AM,06:32 AM,05:12 PM,10,18,18,18,16,59,57,0.3,1013,20,10,116,9,Lebanon
2021-02-05,18,12,0.0,8.7,5,33,12:27 AM,11:20 AM,06:31 AM,05:13 PM,12,16,16,16,10,26,73,0.1,1014,18,10,192,7,Lebanon
2021-02-06,18,12,0.0,8.7,5,25,01:36 AM,12:03 PM,06:31 AM,05:14 PM,11,16,16,16,12,4,73,0.0,1019,18,10,153,9,Lebanon
2021-02-07,18,15,0.0,8.7,5,18,02:44 AM,12:51 PM,06:30 AM,05:15 PM,11,16,16,16,9,8,73,0.0,1021,18,10,209,7,Lebanon
