date_time,Nigeria_maxtempC,Nigeria_mintempC,Nigeria_totalSnow_cm,Nigeria_sunHour,Nigeria_uvIndex,Nigeria_moon_illumination,Nigeria_moonrise,Nigeria_moonset,Nigeria_sunrise,Nigeria_sunset,Nigeria_DewPointC,Nigeria_FeelsLikeC,Nigeria_HeatIndexC,Nigeria_WindChillC,Nigeria_WindGustKmph,Nigeria_cloudcover,Nigeria_humidity,Nigeria_precipMM,Nigeria_pressure,Nigeria_tempC,Nigeria_visibility,Nigeria_winddirDegree,Nigeria_windspeedKmph,Nigeria_location
2020-09-24,27,22,0.0,6.0,6,47,01:05 PM,12:01 AM,06:20 AM,06:26 PM,23,27,27,24,7,82,90,10.3,1013,27,7,206,5,Nigeria
2020-09-25,28,22,0.0,6.0,6,55,02:01 PM,12:57 AM,06:20 AM,06:25 PM,23,27,27,24,8,87,91,20.2,1013,28,6,213,5,Nigeria
2020-09-26,28,22,0.0,6.0,6,62,02:53 PM,01:53 AM,06:20 AM,06:24 PM,22,27,27,24,6,78,90,13.4,1011,28,7,258,4,Nigeria
2020-09-27,27,21,0.0,6.0,5,70,03:41 PM,02:47 AM,06:20 AM,06:24 PM,22,27,27,24,7,74,89,3.8,1011,27,9,233,5,Nigeria
2020-09-28,28,21,0.0,6.0,5,78,04:25 PM,03:38 AM,06:20 AM,06:23 PM,22,26,26,24,7,82,88,5.5,1011,28,10,173,5,Nigeria
2020-09-29,27,21,0.0,6.0,5,85,05:07 PM,04:27 AM,06:20 AM,06:23 PM,22,25,25,23,9,78,93,24.8,1012,27,5,179,6,Nigeria
2020-09-30,28,21,0.0,6.0,5,93,05:46 PM,05:14 AM,06:20 AM,06:22 PM,22,26,26,24,12,83,90,12.9,1012,28,9,172,9,Nigeria
2020-10-01,28,22,0.0,7.4,6,97,06:23 PM,05:58 AM,06:19 AM,06:22 PM,22,27,27,24,7,66,88,2.2,1011,28,7,234,5,Nigeria
2020-10-02,28,22,0.0,6.0,5,100,07:01 PM,06:42 AM,06:19 AM,06:21 PM,22,27,27,24,8,68,89,31.3,1010,28,6,158,5,Nigeria
2020-10-03,27,22,0.0,10.2,5,89,07:39 PM,07:27 AM,06:19 AM,06:20 PM,22,26,26,24,6,51,90,2.3,1012,27,7,159,4,Nigeria
2020-10-04,28,23,0.0,7.4,6,82,08:17 PM,08:11 AM,06:19 AM,06:20 PM,22,28,28,25,9,52,84,8.7,1011,28,9,177,6,Nigeria
2020-10-05,30,22,0.0,6.0,6,74,08:58 PM,08:56 AM,06:19 AM,06:19 PM,23,29,29,26,7,87,87,15.2,1012,30,6,203,4,Nigeria
2020-10-06,27,22,0.0,10.2,5,67,09:41 PM,09:44 AM,06:19 AM,06:19 PM,22,27,27,24,5,55,90,4.7,1012,27,9,183,3,Nigeria
2020-10-07,29,23,0.0,7.4,6,60,10:27 PM,10:33 AM,06:19 AM,06:18 PM,22,28,28,25,8,71,86,11.7,1012,29,9,174,5,Nigeria
2020-10-08,25,22,0.0,6.0,5,53,11:18 PM,11:25 AM,06:19 AM,06:18 PM,22,26,26,24,5,65,93,12.3,1012,25,9,158,3,Nigeria
2020-10-09,29,22,0.0,8.8,6,45,No moonrise,12:18 PM,06:19 AM,06:17 PM,22,28,28,25,9,59,86,4.0,1012,29,9,179,6,Nigeria
2020-10-10,30,22,0.0,8.8,6,38,12:11 AM,01:12 PM,06:19 AM,06:17 PM,22,28,28,25,8,69,87,26.9,1012,30,8,211,5,Nigeria
2020-10-11,29,22,0.0,8.8,6,31,01:07 AM,02:05 PM,06:19 AM,06:16 PM,22,28,28,25,7,70,85,8.8,1012,29,8,221,5,Nigeria
2020-10-12,31,22,0.0,10.2,6,23,02:04 AM,02:57 PM,06:19 AM,06:16 PM,22,30,30,26,6,56,84,1.4,1011,31,10,213,4,Nigeria
2020-10-13,28,22,0.0,7.4,6,16,03:01 AM,03:48 PM,06:19 AM,06:15 PM,23,28,28,25,8,64,90,1.4,1011,28,9,190,6,Nigeria
2020-10-14,29,22,0.0,6.0,6,9,03:58 AM,04:37 PM,06:19 AM,06:15 PM,23,28,28,25,7,68,89,9.9,1012,29,9,193,5,Nigeria
2020-10-15,30,22,0.0,10.2,6,2,04:55 AM,05:26 PM,06:19 AM,06:14 PM,22,28,28,25,5,57,82,8.3,1012,30,8,173,4,Nigeria
2020-10-16,30,23,0.0,8.8,6,0,05:53 AM,06:14 PM,06:19 AM,06:14 PM,23,29,29,25,7,75,86,13.8,1011,30,8,178,4,Nigeria
2020-10-17,32,22,0.0,10.2,6,0,06:51 AM,07:05 PM,06:19 AM,06:13 PM,23,29,29,26,6,61,83,9.1,1011,32,9,175,4,Nigeria
2020-10-18,30,22,0.0,10.2,6,5,07:51 AM,07:57 PM,06:19 AM,06:13 PM,22,29,29,26,7,51,81,2.3,1010,30,10,184,4,Nigeria
2020-10-19,31,22,0.0,7.4,6,13,08:52 AM,08:52 PM,06:19 AM,06:13 PM,22,29,29,26,7,59,81,1.4,1010,31,9,166,4,Nigeria
2020-10-20,32,23,0.0,11.6,6,20,09:54 AM,09:50 PM,06:19 AM,06:12 PM,22,30,30,27,6,48,77,3.6,1011,32,10,149,4,Nigeria
2020-10-21,30,23,0.0,7.4,6,27,10:56 AM,10:49 PM,06:19 AM,06:12 PM,22,29,29,26,6,55,81,3.0,1011,30,9,158,4,Nigeria
2020-10-22,34,23,0.0,11.6,7,35,11:54 AM,11:47 PM,06:19 AM,06:11 PM,20,31,31,28,6,7,66,0.0,1011,34,10,143,3,Nigeria
2020-10-23,34,23,0.0,11.6,7,42,12:49 PM,No moonset,06:19 AM,06:11 PM,19,31,31,28,5,5,64,0.0,1011,34,10,178,3,Nigeria
2020-10-24,30,23,0.0,6.0,6,49,01:40 PM,12:42 AM,06:20 AM,06:11 PM,22,28,28,26,8,47,81,0.9,1011,30,8,190,5,Nigeria
2020-10-25,34,23,0.0,11.6,7,56,02:25 PM,01:35 AM,06:20 AM,06:10 PM,20,31,31,28,5,7,65,0.0,1010,34,10,130,3,Nigeria
2020-10-26,34,22,0.0,11.6,7,64,03:07 PM,02:24 AM,06:20 AM,06:10 PM,20,30,30,27,5,7,67,0.0,1009,34,10,153,3,Nigeria
2020-10-27,33,23,0.0,11.6,7,71,03:47 PM,03:12 AM,06:20 AM,06:10 PM,19,30,30,27,7,11,61,0.0,1009,33,10,147,4,Nigeria
2020-10-28,35,23,0.0,11.6,8,78,04:24 PM,03:57 AM,06:20 AM,06:09 PM,17,31,31,29,6,7,53,0.0,1010,35,10,108,3,Nigeria
2020-10-29,34,22,0.0,11.6,7,85,05:01 PM,04:40 AM,06:20 AM,06:09 PM,16,30,30,28,6,5,52,0.0,1010,34,10,170,3,Nigeria
2020-10-30,35,23,0.0,11.6,8,93,05:39 PM,05:25 AM,06:20 AM,06:09 PM,17,31,31,29,5,5,53,0.0,1010,35,10,128,3,Nigeria
2020-10-31,35,24,0.0,11.6,8,97,06:16 PM,06:08 AM,06:21 AM,06:09 PM,17,31,31,30,7,6,51,0.0,1010,35,10,158,4,Nigeria
2020-11-01,35,23,0.0,11.6,8,89,06:57 PM,06:54 AM,06:21 AM,06:08 PM,15,31,31,29,6,8,46,0.0,1009,35,10,134,4,Nigeria
2020-11-02,35,23,0.0,11.6,8,81,07:39 PM,07:41 AM,06:21 AM,06:08 PM,15,31,31,29,7,7,46,0.0,1010,35,10,111,4,Nigeria
2020-11-03,36,22,0.0,11.6,8,74,08:25 PM,08:30 AM,06:21 AM,06:08 PM,13,30,30,29,11,12,41,0.0,1011,36,10,74,7,Nigeria
2020-11-04,35,23,0.0,11.6,8,66,09:14 PM,09:21 AM,06:21 AM,06:08 PM,14,30,30,29,9,13,44,0.0,1010,35,10,96,6,Nigeria
2020-11-05,36,24,0.0,11.6,8,58,10:05 PM,10:13 AM,06:22 AM,06:08 PM,14,31,31,30,5,9,42,0.0,1010,36,10,96,3,Nigeria
2020-11-06,36,22,0.0,11.6,8,51,10:59 PM,11:06 AM,06:22 AM,06:08 PM,10,30,30,30,11,7,34,0.0,1011,36,10,58,7,Nigeria
2020-11-07,34,21,0.0,11.6,7,43,11:54 PM,11:58 AM,06:22 AM,06:07 PM,12,29,29,28,7,6,40,0.0,1012,34,10,123,5,Nigeria
2020-11-08,34,22,0.0,11.6,7,36,No moonrise,12:49 PM,06:22 AM,06:07 PM,12,30,30,28,8,7,39,0.0,1012,34,10,129,5,Nigeria
2020-11-09,35,23,0.0,11.6,8,28,12:49 AM,01:39 PM,06:23 AM,06:07 PM,14,30,30,29,6,14,44,0.0,1012,35,10,138,4,Nigeria
2020-11-10,34,24,0.0,11.6,7,21,01:45 AM,02:26 PM,06:23 AM,06:07 PM,17,30,30,28,7,13,52,0.0,1011,34,10,129,5,Nigeria
2020-11-11,35,24,0.0,11.6,7,13,02:40 AM,03:13 PM,06:23 AM,06:07 PM,15,31,31,30,7,23,45,0.0,1011,35,10,159,5,Nigeria
2020-11-12,36,24,0.0,11.6,8,6,03:35 AM,04:00 PM,06:24 AM,06:07 PM,11,30,30,30,10,12,34,0.0,1011,36,10,112,6,Nigeria
2020-11-13,37,25,0.0,11.6,8,0,04:31 AM,04:49 PM,06:24 AM,06:07 PM,9,31,31,31,12,9,30,0.0,1010,37,10,71,7,Nigeria
2020-11-14,37,24,0.0,11.6,8,0,05:30 AM,05:40 PM,06:24 AM,06:07 PM,11,31,31,31,10,9,34,0.0,1010,37,10,85,6,Nigeria
2020-11-15,36,24,0.0,11.6,8,0,06:30 AM,06:34 PM,06:25 AM,06:07 PM,13,31,31,30,9,7,38,0.0,1010,36,10,109,5,Nigeria
2020-11-16,36,25,0.0,11.6,8,2,07:34 AM,07:32 PM,06:25 AM,06:07 PM,8,30,30,30,14,5,29,0.0,1010,36,10,89,9,Nigeria
2020-11-17,36,24,0.0,11.6,8,9,08:37 AM,08:32 PM,06:25 AM,06:07 PM,8,30,30,30,11,6,29,0.0,1011,36,10,109,7,Nigeria
2020-11-18,36,24,0.0,11.6,8,17,09:40 AM,09:33 PM,06:26 AM,06:07 PM,7,30,30,30,13,5,27,0.0,1010,36,10,103,8,Nigeria
2020-11-19,35,23,0.0,11.6,8,24,10:38 AM,10:32 PM,06:26 AM,06:07 PM,7,29,29,29,13,3,28,0.0,1009,35,10,123,7,Nigeria
2020-11-20,35,22,0.0,11.6,8,32,11:33 AM,11:28 PM,06:26 AM,06:07 PM,11,30,30,29,9,9,37,0.0,1009,35,10,115,5,Nigeria
2020-11-21,37,23,0.0,11.6,8,39,12:21 PM,No moonset,06:27 AM,06:07 PM,10,31,31,30,9,10,32,0.0,1010,37,10,125,5,Nigeria
2020-11-22,36,24,0.0,11.6,8,47,01:06 PM,12:19 AM,06:27 AM,06:07 PM,10,31,31,30,11,5,32,0.0,1010,36,10,136,6,Nigeria
2020-11-23,35,23,0.0,11.6,8,54,01:46 PM,01:08 AM,06:28 AM,06:07 PM,10,30,30,30,9,5,34,0.0,1011,35,10,130,5,Nigeria
2020-11-24,36,23,0.0,11.6,8,62,02:24 PM,01:54 AM,06:28 AM,06:08 PM,14,31,31,30,7,21,42,0.0,1010,36,10,190,5,Nigeria
2020-11-25,37,24,0.0,11.6,8,70,03:01 PM,02:38 AM,06:29 AM,06:08 PM,14,32,32,30,7,12,40,0.0,1009,37,10,185,4,Nigeria
2020-11-26,36,26,0.0,11.6,8,77,03:39 PM,03:22 AM,06:29 AM,06:08 PM,14,31,31,30,8,25,41,0.0,1009,36,10,179,5,Nigeria
2020-11-27,36,23,0.0,11.6,8,85,04:16 PM,04:06 AM,06:29 AM,06:08 PM,17,31,31,29,8,24,51,0.0,1009,36,10,170,5,Nigeria
2020-11-28,37,23,0.0,11.6,8,92,04:55 PM,04:51 AM,06:30 AM,06:08 PM,15,31,31,30,7,13,45,0.0,1010,37,10,189,4,Nigeria
2020-11-29,37,22,0.0,11.6,8,100,05:37 PM,05:38 AM,06:30 AM,06:09 PM,7,31,31,30,9,3,27,0.0,1010,37,10,108,5,Nigeria
2020-11-30,37,22,0.0,11.6,8,100,06:22 PM,06:26 AM,06:31 AM,06:09 PM,3,30,30,30,11,0,19,0.0,1011,37,10,108,6,Nigeria
2020-12-01,37,22,0.0,11.6,8,89,07:10 PM,07:17 AM,06:31 AM,06:09 PM,4,30,30,30,12,0,22,0.0,1010,37,10,97,7,Nigeria
2020-12-02,37,22,0.0,11.6,8,82,08:02 PM,08:09 AM,06:32 AM,06:09 PM,2,30,30,30,11,0,19,0.0,1010,37,10,106,7,Nigeria
2020-12-03,36,22,0.0,11.6,8,75,08:55 PM,09:03 AM,06:32 AM,06:10 PM,2,29,29,29,12,0,20,0.0,1011,36,10,113,7,Nigeria
2020-12-04,36,22,0.0,11.6,8,67,09:50 PM,09:55 AM,06:33 AM,06:10 PM,6,29,29,29,11,0,26,0.0,1011,36,10,139,7,Nigeria
2020-12-05,36,22,0.0,11.6,8,60,10:45 PM,10:46 AM,06:33 AM,06:10 PM,11,30,30,29,7,6,35,0.0,1011,36,10,148,5,Nigeria
2020-12-06,38,23,0.0,11.6,8,53,11:39 PM,11:35 AM,06:34 AM,06:11 PM,13,31,31,30,8,7,38,0.0,1010,38,10,157,5,Nigeria
2020-12-07,38,22,0.0,11.6,8,46,No moonrise,12:22 PM,06:34 AM,06:11 PM,9,31,31,30,7,3,31,0.0,1011,38,10,161,4,Nigeria
2020-12-08,38,23,0.0,11.6,8,38,12:32 AM,01:08 PM,06:35 AM,06:11 PM,9,31,31,31,7,6,29,0.0,1011,38,10,137,4,Nigeria
2020-12-09,37,22,0.0,11.6,8,31,01:25 AM,01:53 PM,06:35 AM,06:12 PM,11,31,31,30,7,4,36,0.0,1010,37,10,129,5,Nigeria
2020-12-10,37,23,0.0,11.6,8,24,02:18 AM,02:38 PM,06:36 AM,06:12 PM,12,31,31,30,6,4,37,0.0,1010,37,10,156,4,Nigeria
2020-12-11,37,23,0.0,11.6,8,17,03:14 AM,03:27 PM,06:36 AM,06:13 PM,11,31,31,30,7,4,35,0.0,1011,37,10,160,5,Nigeria
2020-12-12,37,22,0.0,11.6,8,9,04:11 AM,04:17 PM,06:37 AM,06:13 PM,13,31,31,30,7,11,40,0.0,1010,37,10,161,4,Nigeria
2020-12-13,37,22,0.0,11.6,8,2,05:12 AM,05:13 PM,06:38 AM,06:13 PM,12,31,31,30,7,11,37,0.0,1009,37,10,157,4,Nigeria
2020-12-14,38,23,0.0,11.6,8,0,06:15 AM,06:11 PM,06:38 AM,06:14 PM,13,32,32,31,6,11,38,0.0,1009,38,10,157,4,Nigeria
2020-12-15,38,23,0.0,11.6,8,0,07:19 AM,07:13 PM,06:39 AM,06:14 PM,10,32,32,31,8,6,34,0.0,1009,38,10,136,5,Nigeria
2020-12-16,38,23,0.0,11.6,8,5,08:20 AM,08:14 PM,06:39 AM,06:15 PM,2,31,31,31,14,4,17,0.0,1010,38,10,92,8,Nigeria
2020-12-17,37,23,0.0,11.6,8,12,09:19 AM,09:13 PM,06:40 AM,06:15 PM,3,30,30,30,15,2,19,0.0,1010,37,10,108,8,Nigeria
2020-12-18,36,21,0.0,11.6,7,20,10:11 AM,10:09 PM,06:40 AM,06:16 PM,6,29,29,29,10,2,25,0.0,1010,36,10,134,6,Nigeria
2020-12-19,36,21,0.0,11.6,8,27,10:59 AM,11:00 PM,06:41 AM,06:16 PM,6,29,29,29,8,10,26,0.0,1009,36,10,144,5,Nigeria
2020-12-20,37,23,0.0,11.6,8,34,11:42 AM,11:48 PM,06:41 AM,06:17 PM,11,31,31,30,9,17,34,0.0,1010,37,10,159,5,Nigeria
2020-12-21,37,23,0.0,11.6,8,41,12:22 PM,No moonset,06:42 AM,06:17 PM,9,31,31,30,10,7,29,0.0,1010,37,10,133,6,Nigeria
2020-12-22,37,22,0.0,11.6,8,49,01:00 PM,12:34 AM,06:42 AM,06:18 PM,9,30,30,30,10,10,29,0.0,1010,37,10,134,6,Nigeria
2020-12-23,37,22,0.0,11.6,8,56,01:37 PM,01:18 AM,06:43 AM,06:18 PM,10,31,31,30,9,8,31,0.0,1009,37,10,185,5,Nigeria
2020-12-24,37,22,0.0,11.6,8,63,02:14 PM,02:02 AM,06:43 AM,06:19 PM,10,31,31,30,8,7,32,0.0,1009,37,10,142,5,Nigeria
2020-12-25,37,24,0.0,11.6,8,70,02:52 PM,02:46 AM,06:44 AM,06:19 PM,2,30,30,30,16,4,18,0.0,1009,37,10,108,10,Nigeria
2020-12-26,37,23,0.0,11.6,8,78,03:33 PM,03:32 AM,06:44 AM,06:20 PM,2,30,30,30,19,0,18,0.0,1009,37,10,118,11,Nigeria
2020-12-27,36,21,0.0,11.6,8,85,04:17 PM,04:19 AM,06:45 AM,06:20 PM,4,30,30,30,15,0,22,0.0,1008,36,10,123,9,Nigeria
2020-12-28,37,20,0.0,11.6,8,92,05:04 PM,05:10 AM,06:45 AM,06:21 PM,6,29,29,29,12,1,26,0.0,1008,37,10,126,7,Nigeria
2020-12-29,36,21,0.0,11.6,8,100,05:55 PM,06:02 AM,06:45 AM,06:21 PM,7,29,29,29,10,3,28,0.0,1008,36,10,157,6,Nigeria
2020-12-30,37,22,0.0,11.6,8,100,06:49 PM,06:56 AM,06:46 AM,06:22 PM,7,30,30,29,10,2,26,0.0,1009,37,10,135,6,Nigeria
2020-12-31,37,22,0.0,11.6,8,89,07:45 PM,07:50 AM,06:46 AM,06:22 PM,6,30,30,30,11,2,24,0.0,1009,37,10,134,7,Nigeria
2021-01-01,38,22,0.0,11.6,8,79,08:40 PM,08:43 AM,06:47 AM,06:23 PM,6,31,31,30,10,3,24,0.0,1009,38,10,122,6,Nigeria
2021-01-02,37,22,0.0,11.6,8,71,09:35 PM,09:33 AM,06:47 AM,06:23 PM,7,30,30,30,9,3,26,0.0,1009,37,10,170,5,Nigeria
2021-01-03,37,23,0.0,11.6,8,64,10:29 PM,10:21 AM,06:48 AM,06:24 PM,12,30,30,30,7,9,36,0.0,1009,37,10,162,4,Nigeria
2021-01-04,40,23,0.0,11.6,8,57,11:22 PM,11:07 AM,06:48 AM,06:24 PM,10,33,33,32,8,3,32,0.0,1009,40,10,133,5,Nigeria
2021-01-05,39,22,0.0,11.6,8,50,No moonrise,11:51 AM,06:48 AM,06:25 PM,5,32,32,31,10,0,22,0.0,1008,39,10,114,7,Nigeria
2021-01-06,39,22,0.0,11.6,8,42,12:13 AM,12:35 PM,06:49 AM,06:25 PM,5,31,31,31,10,0,24,0.0,1009,39,10,112,6,Nigeria
2021-01-07,40,22,0.0,11.6,8,35,01:06 AM,01:21 PM,06:49 AM,06:26 PM,-1,32,32,31,10,0,15,0.0,1010,40,10,94,6,Nigeria
2021-01-08,38,21,0.0,11.6,8,28,02:01 AM,02:08 PM,06:49 AM,06:27 PM,-1,30,30,30,11,0,15,0.0,1010,38,10,118,7,Nigeria
2021-01-09,38,21,0.0,11.6,8,20,02:58 AM,03:00 PM,06:50 AM,06:27 PM,3,30,30,30,11,7,20,0.0,1009,38,10,140,6,Nigeria
2021-01-10,37,21,0.0,11.6,8,13,03:58 AM,03:56 PM,06:50 AM,06:28 PM,3,30,30,29,11,0,21,0.0,1009,37,10,112,6,Nigeria
2021-01-11,38,21,0.0,11.6,8,6,05:00 AM,04:54 PM,06:50 AM,06:28 PM,3,30,30,30,11,0,20,0.0,1009,38,10,116,6,Nigeria
2021-01-12,37,22,0.0,11.6,8,0,06:02 AM,05:55 PM,06:51 AM,06:29 PM,1,30,30,30,13,1,17,0.0,1010,37,10,121,7,Nigeria
2021-01-13,38,22,0.0,11.6,8,0,07:02 AM,06:56 PM,06:51 AM,06:29 PM,-1,31,31,31,13,0,14,0.0,1011,38,10,105,8,Nigeria
2021-01-14,36,22,0.0,11.6,8,1,07:58 AM,07:54 PM,06:51 AM,06:30 PM,2,29,29,29,15,2,19,0.0,1011,36,10,122,9,Nigeria
2021-01-15,36,22,0.0,11.6,8,8,08:48 AM,08:48 PM,06:51 AM,06:30 PM,1,29,29,29,15,2,17,0.0,1009,36,10,133,9,Nigeria
2021-01-16,37,22,0.0,11.6,8,16,09:34 AM,09:39 PM,06:51 AM,06:31 PM,2,29,29,29,12,5,18,0.0,1009,37,10,128,7,Nigeria
2021-01-17,37,21,0.0,11.6,8,23,10:16 AM,10:26 PM,06:52 AM,06:31 PM,3,29,29,29,11,3,20,0.0,1009,37,10,125,7,Nigeria
2021-01-18,37,23,0.0,11.6,8,30,10:56 AM,11:12 PM,06:52 AM,06:31 PM,4,30,30,31,15,3,20,0.0,1010,37,10,115,9,Nigeria
2021-01-19,38,24,0.0,11.6,8,38,11:34 AM,11:56 PM,06:52 AM,06:32 PM,-0,31,31,31,17,1,15,0.0,1011,38,10,108,11,Nigeria
2021-01-20,38,24,0.0,11.6,8,45,12:10 PM,No moonset,06:52 AM,06:32 PM,-2,31,31,31,17,0,13,0.0,1010,38,10,116,11,Nigeria
2021-01-21,38,23,0.0,11.6,8,52,12:48 PM,12:40 AM,06:52 AM,06:33 PM,-0,30,30,31,19,0,15,0.0,1010,38,10,125,12,Nigeria
2021-01-22,37,21,0.0,11.6,8,59,01:28 PM,01:25 AM,06:52 AM,06:33 PM,-2,30,30,30,16,0,14,0.0,1011,37,10,123,9,Nigeria
2021-01-23,38,21,0.0,11.6,8,67,02:10 PM,02:12 AM,06:53 AM,06:34 PM,-1,30,30,30,15,0,15,0.0,1010,38,10,121,8,Nigeria
2021-01-24,39,22,0.0,11.6,8,74,02:56 PM,03:01 AM,06:53 AM,06:34 PM,-3,31,31,30,15,1,13,0.0,1009,39,10,123,8,Nigeria
2021-01-25,38,22,0.0,11.6,8,81,03:45 PM,03:52 AM,06:53 AM,06:34 PM,-1,31,31,31,15,0,14,0.0,1010,38,10,128,9,Nigeria
2021-01-26,39,23,0.0,11.6,8,88,04:38 PM,04:45 AM,06:53 AM,06:35 PM,-1,31,31,31,15,1,13,0.0,1010,39,10,126,8,Nigeria
2021-01-27,39,23,0.0,11.6,8,96,05:34 PM,05:40 AM,06:53 AM,06:35 PM,2,31,31,31,14,3,18,0.0,1009,39,10,108,8,Nigeria
2021-01-28,38,24,0.0,11.6,8,100,06:30 PM,06:34 AM,06:53 AM,06:36 PM,4,31,31,31,14,3,21,0.0,1009,38,10,107,8,Nigeria
2021-01-29,38,24,0.0,11.6,8,90,07:27 PM,07:26 AM,06:53 AM,06:36 PM,-4,31,31,32,17,1,11,0.0,1010,38,10,108,10,Nigeria
2021-01-30,38,23,0.0,11.6,8,82,08:22 PM,08:16 AM,06:53 AM,06:36 PM,-0,31,31,31,15,1,14,0.0,1010,38,10,122,9,Nigeria
2021-01-31,37,23,0.0,11.6,8,79,09:17 PM,09:04 AM,06:53 AM,06:37 PM,1,30,30,30,15,1,16,0.0,1009,37,10,125,9,Nigeria
2021-02-01,38,22,0.0,11.6,8,63,10:10 PM,09:50 AM,06:53 AM,06:37 PM,3,30,30,31,11,3,19,0.0,1009,38,10,131,7,Nigeria
2021-02-02,37,22,0.0,11.6,8,55,11:03 PM,10:34 AM,06:53 AM,06:37 PM,6,31,31,30,11,7,24,0.0,1010,37,10,176,7,Nigeria
2021-02-03,38,24,0.0,11.6,8,48,11:57 PM,11:20 AM,06:52 AM,06:38 PM,10,32,32,31,12,14,28,0.0,1010,38,10,128,8,Nigeria
2021-02-04,39,24,0.0,11.6,8,40,No moonrise,12:06 PM,06:52 AM,06:38 PM,-3,32,32,32,17,1,12,0.0,1010,39,10,89,10,Nigeria
2021-02-05,40,22,0.0,11.6,8,33,12:52 AM,12:55 PM,06:52 AM,06:38 PM,-1,32,32,32,15,0,13,0.0,1010,40,10,123,8,Nigeria
2021-02-06,38,23,0.0,11.6,8,25,01:50 AM,01:48 PM,06:52 AM,06:38 PM,5,31,31,31,15,1,21,0.0,1010,38,10,155,9,Nigeria
2021-02-07,39,23,0.0,11.6,8,18,02:50 AM,02:44 PM,06:52 AM,06:39 PM,3,32,32,32,14,0,18,0.0,1009,39,10,130,8,Nigeria
