date_time,Australia_maxtempC,Australia_mintempC,Australia_totalSnow_cm,Australia_sunHour,Australia_uvIndex,Australia_moon_illumination,Australia_moonrise,Australia_moonset,Australia_sunrise,Australia_sunset,Australia_DewPointC,Australia_FeelsLikeC,Australia_HeatIndexC,Australia_WindChillC,Australia_WindGustKmph,Australia_cloudcover,Australia_humidity,Australia_precipMM,Australia_pressure,Australia_tempC,Australia_visibility,Australia_winddirDegree,Australia_windspeedKmph,Australia_location
2020-01-01,34,12,0.0,14.5,6,37,11:12 AM,No moonset,05:51 AM,08:21 PM,8,25,25,24,16,23,55,2.6,1013,34,10,179,12,Australia
2020-01-02,36,9,0.0,14.5,7,44,12:07 PM,12:23 AM,05:52 AM,08:21 PM,6,25,25,25,14,5,53,0.0,1016,36,10,162,10,Australia
2020-01-03,37,13,0.0,14.5,8,51,01:02 PM,12:50 AM,05:53 AM,08:21 PM,10,27,27,27,14,14,52,0.0,1013,37,10,188,9,Australia
2020-01-04,39,18,0.0,14.5,8,59,01:57 PM,01:17 AM,05:54 AM,08:21 PM,11,31,31,30,19,6,43,0.0,1008,39,10,228,15,Australia
2020-01-05,26,15,0.0,14.5,6,66,02:53 PM,01:45 AM,05:55 AM,08:21 PM,10,20,21,20,19,21,61,0.0,1017,26,10,101,16,Australia
2020-01-06,27,13,0.0,12.4,5,73,03:52 PM,02:14 AM,05:55 AM,08:21 PM,12,19,21,19,14,52,69,0.6,1018,27,10,98,12,Australia
2020-01-07,32,16,0.0,14.5,6,80,04:52 PM,02:47 AM,05:56 AM,08:21 PM,14,25,25,24,13,53,66,0.3,1014,32,9,187,11,Australia
2020-01-08,29,17,0.0,13.4,5,88,05:55 PM,03:25 AM,05:57 AM,08:21 PM,15,22,22,21,13,46,71,0.3,1015,29,10,176,10,Australia
2020-01-09,27,14,0.0,14.5,6,95,06:57 PM,04:08 AM,05:58 AM,08:21 PM,14,22,22,21,16,27,69,0.0,1015,27,10,106,13,Australia
2020-01-10,38,16,0.0,14.5,7,100,07:58 PM,05:00 AM,05:59 AM,08:21 PM,12,29,29,28,17,25,49,0.0,1008,38,9,241,13,Australia
2020-01-11,30,18,0.0,14.2,6,100,08:54 PM,06:00 AM,06:00 AM,08:21 PM,9,25,25,25,16,25,48,0.1,1011,30,10,170,13,Australia
2020-01-12,23,11,0.0,11.6,4,83,09:45 PM,07:05 AM,06:01 AM,08:21 PM,8,17,19,17,17,44,63,0.0,1017,23,10,101,14,Australia
2020-01-13,28,9,0.0,11.6,6,76,10:28 PM,08:15 AM,06:02 AM,08:21 PM,9,20,20,19,15,20,60,0.0,1017,28,10,88,11,Australia
2020-01-14,31,12,0.0,11.6,6,69,11:08 PM,09:26 AM,06:03 AM,08:21 PM,11,23,23,22,10,23,59,0.0,1016,31,9,128,7,Australia
2020-01-15,31,13,0.0,11.6,7,61,11:43 PM,10:35 AM,06:03 AM,08:20 PM,10,22,22,23,10,17,52,0.0,1012,31,10,149,7,Australia
2020-01-16,27,18,0.0,7.1,5,54,No moonrise,11:44 AM,06:04 AM,08:20 PM,15,23,23,22,14,76,72,16.0,1006,27,8,210,10,Australia
2020-01-17,23,16,0.0,10.5,5,47,12:17 AM,12:50 PM,06:05 AM,08:20 PM,13,19,20,19,18,58,72,0.0,1009,23,10,120,14,Australia
2020-01-18,23,13,0.0,11.6,5,40,12:50 AM,01:57 PM,06:06 AM,08:19 PM,11,17,19,17,16,31,68,0.0,1010,23,10,118,12,Australia
2020-01-19,26,14,0.0,7.1,5,32,01:24 AM,03:02 PM,06:07 AM,08:19 PM,13,19,20,19,12,79,72,5.6,1005,26,7,138,8,Australia
2020-01-20,23,15,0.0,7.1,5,25,02:01 AM,04:08 PM,06:08 AM,08:19 PM,14,19,20,19,14,70,73,24.1,1003,23,8,183,9,Australia
2020-01-21,24,12,0.0,10.5,6,18,02:41 AM,05:12 PM,06:09 AM,08:18 PM,12,18,19,18,16,29,69,0.1,1006,24,10,295,11,Australia
2020-01-22,30,14,0.0,11.6,7,11,03:26 AM,06:12 PM,06:10 AM,08:18 PM,8,22,22,23,16,5,47,0.0,1007,30,10,209,11,Australia
2020-01-23,29,20,0.0,11.6,7,3,04:16 AM,07:08 PM,06:11 AM,08:17 PM,7,25,25,24,34,11,35,0.0,1001,29,10,310,25,Australia
2020-01-24,27,18,0.0,11.6,6,0,05:11 AM,07:58 PM,06:12 AM,08:17 PM,6,22,22,22,16,15,41,0.0,1009,27,10,296,13,Australia
2020-01-25,30,15,0.0,9.3,5,0,06:08 AM,08:41 PM,06:13 AM,08:16 PM,14,23,23,23,11,51,70,0.3,1013,30,9,118,8,Australia
2020-01-26,32,19,0.0,11.6,7,4,07:06 AM,09:20 PM,06:15 AM,08:16 PM,10,26,26,26,13,20,53,0.0,1011,32,10,232,10,Australia
2020-01-27,33,16,0.0,11.6,7,11,08:04 AM,09:53 PM,06:16 AM,08:15 PM,11,25,25,25,12,6,52,0.0,1012,33,10,174,9,Australia
2020-01-28,33,19,0.0,11.6,7,18,09:01 AM,10:23 PM,06:17 AM,08:14 PM,11,27,27,27,14,30,58,0.0,1013,33,10,202,11,Australia
2020-01-29,35,14,0.0,11.6,7,26,09:57 AM,10:51 PM,06:18 AM,08:14 PM,11,26,26,26,10,6,56,0.0,1015,35,10,125,7,Australia
2020-01-30,36,15,0.0,11.6,7,33,10:52 AM,11:18 PM,06:19 AM,08:13 PM,8,27,27,27,10,0,42,0.0,1015,36,10,225,7,Australia
2020-01-31,39,20,0.0,11.6,8,37,11:47 AM,11:45 PM,06:20 AM,08:12 PM,11,31,31,30,11,4,35,0.0,1012,39,10,228,8,Australia
2020-02-01,39,24,0.0,11.6,8,49,12:42 PM,No moonset,06:21 AM,08:11 PM,13,34,34,33,17,19,36,0.0,1010,39,10,304,13,Australia
2020-02-02,34,25,0.0,11.6,8,57,01:39 PM,12:13 AM,06:22 AM,08:11 PM,14,30,30,29,20,12,43,0.0,1007,34,10,292,16,Australia
2020-02-03,28,14,0.0,11.6,6,64,02:37 PM,12:44 AM,06:23 AM,08:10 PM,4,22,22,22,19,8,42,0.0,1009,28,10,259,15,Australia
2020-02-04,23,6,0.0,11.6,5,72,03:37 PM,01:18 AM,06:24 AM,08:09 PM,2,14,16,14,19,6,49,0.0,1018,23,10,117,14,Australia
2020-02-05,30,10,0.0,11.6,6,79,04:38 PM,01:58 AM,06:25 AM,08:08 PM,7,21,21,20,13,23,58,0.0,1018,30,10,91,9,Australia
2020-02-06,26,15,0.0,10.4,6,87,05:40 PM,02:45 AM,06:26 AM,08:07 PM,12,21,22,21,16,49,65,0.0,1021,26,10,95,13,Australia
2020-02-07,17,15,0.0,6.9,4,95,06:38 PM,03:40 AM,06:27 AM,08:06 PM,13,15,16,15,18,91,84,8.7,1022,17,8,130,14,Australia
2020-02-08,18,14,0.0,6.9,4,100,07:32 PM,04:43 AM,06:28 AM,08:06 PM,13,16,16,16,29,85,79,0.4,1021,18,10,123,22,Australia
2020-02-09,16,12,0.0,6.9,4,100,08:19 PM,05:52 AM,06:29 AM,08:05 PM,13,14,15,14,40,99,85,21.7,1015,16,7,123,29,Australia
2020-02-10,24,15,0.0,6.9,5,83,09:02 PM,07:04 AM,06:30 AM,08:04 PM,16,19,20,19,25,77,83,67.5,1007,24,7,95,14,Australia
2020-02-11,29,16,0.0,9.2,5,75,09:40 PM,08:16 AM,06:31 AM,08:03 PM,15,23,23,23,8,50,72,4.0,1008,29,9,160,5,Australia
2020-02-12,25,16,0.0,10.4,5,68,10:15 PM,09:28 AM,06:32 AM,08:02 PM,16,22,22,21,19,49,77,1.6,1011,25,10,130,13,Australia
2020-02-13,21,16,0.0,8.0,4,60,10:50 PM,10:38 AM,06:33 AM,08:01 PM,15,18,19,18,19,60,83,0.2,1012,21,10,133,14,Australia
2020-02-14,28,15,0.0,11.6,5,53,11:25 PM,11:47 AM,06:34 AM,08:00 PM,14,22,22,21,11,49,71,2.0,1009,28,8,95,7,Australia
2020-02-15,27,17,0.0,6.6,5,45,No moonrise,12:55 PM,06:35 AM,07:59 PM,17,23,23,22,9,80,77,25.6,1007,27,8,215,5,Australia
2020-02-16,22,16,0.0,7.9,4,38,12:01 AM,02:01 PM,06:36 AM,07:58 PM,15,18,19,18,18,70,80,1.8,1013,22,10,101,13,Australia
2020-02-17,24,14,0.0,6.6,5,30,12:41 AM,03:06 PM,06:37 AM,07:56 PM,15,18,19,18,11,77,81,1.6,1014,24,9,74,7,Australia
2020-02-18,29,17,0.0,9.1,5,22,01:25 AM,04:07 PM,06:38 AM,07:55 PM,15,23,23,22,15,52,69,0.0,1007,29,9,245,11,Australia
2020-02-19,21,14,0.0,11.6,5,15,02:12 AM,05:04 PM,06:39 AM,07:54 PM,9,17,18,17,21,21,58,0.0,1005,21,10,267,15,Australia
2020-02-20,24,10,0.0,11.6,5,7,03:05 AM,05:55 PM,06:40 AM,07:53 PM,8,17,18,17,9,12,62,0.0,1010,24,10,219,6,Australia
2020-02-21,23,12,0.0,10.3,4,0,04:01 AM,06:40 PM,06:41 AM,07:52 PM,11,17,19,17,10,62,73,0.7,1016,23,10,96,8,Australia
2020-02-22,22,13,0.0,9.1,4,0,04:58 AM,07:19 PM,06:42 AM,07:51 PM,11,17,18,17,14,67,73,0.0,1021,22,10,85,11,Australia
2020-02-23,26,14,0.0,11.6,5,0,05:56 AM,07:54 PM,06:43 AM,07:50 PM,12,20,20,20,9,37,67,0.0,1022,26,10,66,7,Australia
2020-02-24,26,15,0.0,10.3,6,0,06:53 AM,08:24 PM,06:44 AM,07:48 PM,13,20,20,20,7,35,70,0.1,1019,26,10,170,5,Australia
2020-02-25,28,14,0.0,11.6,6,8,07:50 AM,08:53 PM,06:45 AM,07:47 PM,12,21,21,21,13,23,62,0.0,1015,28,10,240,9,Australia
2020-02-26,26,17,0.0,9.1,5,15,08:45 AM,09:20 PM,06:46 AM,07:46 PM,9,22,22,21,20,38,52,0.5,1008,26,10,289,15,Australia
2020-02-27,22,10,0.0,11.6,5,23,09:40 AM,09:47 PM,06:47 AM,07:45 PM,5,16,17,16,12,20,55,0.0,1014,22,10,89,9,Australia
2020-02-28,26,10,0.0,10.3,5,30,10:34 AM,10:14 PM,06:48 AM,07:43 PM,8,19,19,19,11,33,62,0.0,1013,26,10,234,8,Australia
2020-02-29,26,13,0.0,11.6,5,38,11:30 AM,10:43 PM,06:49 AM,07:42 PM,10,19,20,19,10,34,64,0.0,1015,26,10,201,7,Australia
2020-03-01,29,14,0.0,11.6,6,44,12:26 PM,11:15 PM,06:50 AM,07:41 PM,10,23,23,22,13,8,55,0.0,1011,29,10,247,9,Australia
2020-03-02,29,17,0.0,11.6,7,51,01:25 PM,11:52 PM,06:51 AM,07:39 PM,7,24,24,24,14,16,44,0.0,1011,29,10,265,10,Australia
2020-03-03,20,13,0.0,9.0,4,58,02:24 PM,No moonset,06:52 AM,07:38 PM,11,16,16,16,14,63,73,0.7,1018,20,10,90,12,Australia
2020-03-04,16,13,0.0,6.4,3,65,03:24 PM,12:34 AM,06:52 AM,07:37 PM,14,14,15,14,11,100,93,40.7,1017,16,6,112,8,Australia
2020-03-05,17,13,0.0,6.4,4,73,04:22 PM,01:24 AM,06:53 AM,07:35 PM,16,16,16,16,15,100,95,41.9,1010,17,6,104,10,Australia
2020-03-06,23,14,0.0,9.0,4,80,05:17 PM,02:21 AM,06:54 AM,07:34 PM,15,18,19,18,13,72,83,7.6,1011,23,6,268,9,Australia
2020-03-07,20,14,0.0,9.0,4,87,06:07 PM,03:27 AM,06:55 AM,07:33 PM,12,16,16,16,14,71,78,2.6,1019,20,10,112,11,Australia
2020-03-08,17,12,0.0,6.4,4,95,06:51 PM,04:36 AM,06:56 AM,07:31 PM,9,13,14,13,12,68,74,0.5,1021,17,9,108,10,Australia
2020-03-09,17,9,0.0,9.0,3,100,07:32 PM,05:49 AM,06:57 AM,07:30 PM,8,12,13,12,12,41,77,0.0,1021,17,9,113,8,Australia
2020-03-10,20,10,0.0,7.7,4,100,08:09 PM,07:03 AM,06:58 AM,07:29 PM,10,15,15,15,10,56,77,0.4,1021,20,10,99,7,Australia
2020-03-11,23,11,0.0,11.6,4,84,08:45 PM,08:15 AM,06:59 AM,07:27 PM,11,17,19,17,9,29,74,0.0,1023,23,8,108,7,Australia
2020-03-12,23,12,0.0,11.6,4,76,09:21 PM,09:28 AM,07:00 AM,07:26 PM,10,17,18,17,9,22,71,0.0,1024,23,9,89,6,Australia
2020-03-13,23,11,0.0,11.6,5,69,09:57 PM,10:39 AM,07:00 AM,07:24 PM,10,18,19,18,11,11,68,0.0,1017,23,10,248,8,Australia
2020-03-14,14,9,0.0,7.5,3,62,10:37 PM,11:49 AM,07:01 AM,07:23 PM,8,11,13,11,20,63,78,35.8,1018,14,8,152,14,Australia
2020-03-15,18,4,0.0,11.6,4,55,11:21 PM,12:57 PM,07:02 AM,07:22 PM,3,11,12,11,16,8,66,0.0,1023,18,10,125,10,Australia
2020-03-16,19,7,0.0,11.6,5,47,No moonrise,02:01 PM,07:03 AM,07:20 PM,7,13,14,13,17,29,73,0.0,1026,19,10,140,11,Australia
2020-03-17,23,8,0.0,11.6,4,40,12:08 AM,03:00 PM,07:04 AM,07:19 PM,8,16,17,16,8,13,67,0.0,1027,23,9,104,5,Australia
2020-03-18,25,12,0.0,11.6,5,33,01:00 AM,03:54 PM,07:05 AM,07:17 PM,9,18,19,18,9,6,60,0.0,1024,25,10,242,6,Australia
2020-03-19,28,13,0.0,11.6,6,25,01:56 AM,04:40 PM,07:05 AM,07:16 PM,9,22,22,21,9,15,53,0.0,1021,28,10,273,6,Australia
2020-03-20,26,15,0.0,11.6,6,18,02:52 AM,05:21 PM,07:06 AM,07:15 PM,7,19,20,19,25,5,49,0.0,1015,26,10,298,17,Australia
2020-03-21,24,10,0.0,11.6,5,11,03:50 AM,05:56 PM,07:07 AM,07:13 PM,8,17,18,17,8,7,63,0.0,1018,24,10,129,6,Australia
2020-03-22,23,10,0.0,11.6,5,4,04:47 AM,06:27 PM,07:08 AM,07:12 PM,8,17,18,17,11,19,67,0.0,1019,23,10,217,9,Australia
2020-03-23,20,9,0.0,11.6,5,0,05:44 AM,06:56 PM,07:09 AM,07:10 PM,7,14,15,14,13,47,65,0.2,1024,20,9,110,10,Australia
2020-03-24,20,12,0.0,7.4,4,0,06:39 AM,07:24 PM,07:10 AM,07:09 PM,10,15,16,15,7,81,75,0.4,1022,20,10,122,5,Australia
2020-03-25,23,14,0.0,11.6,4,3,07:34 AM,07:50 PM,07:10 AM,07:07 PM,10,18,19,18,11,45,68,0.2,1020,23,10,240,9,Australia
2020-03-26,18,8,0.0,11.6,4,11,08:29 AM,08:17 PM,07:11 AM,07:06 PM,8,12,13,12,18,26,74,0.3,1025,18,9,131,14,Australia
2020-03-27,20,10,0.0,11.6,4,18,09:25 AM,08:45 PM,07:12 AM,07:05 PM,9,14,15,14,11,45,76,0.0,1026,20,8,103,8,Australia
2020-03-28,20,12,0.0,10.2,4,25,10:21 AM,09:16 PM,07:13 AM,07:03 PM,9,15,16,15,11,42,71,0.0,1024,20,9,85,8,Australia
2020-03-29,23,10,0.0,11.6,4,32,11:18 AM,09:50 PM,07:14 AM,07:02 PM,10,16,17,16,10,36,73,0.0,1018,23,7,248,7,Australia
2020-03-30,23,14,0.0,8.8,4,40,12:16 PM,10:29 PM,07:15 AM,07:00 PM,13,19,19,19,10,58,74,11.4,1013,23,10,262,7,Australia
2020-03-31,22,12,0.0,11.4,5,44,01:15 PM,11:16 PM,07:15 AM,06:59 PM,10,17,18,17,5,16,71,0.0,1017,22,9,230,4,Australia
2020-04-01,24,13,0.0,11.4,4,56,02:12 PM,No moonset,07:16 AM,06:57 PM,11,18,19,18,9,32,71,0.1,1018,24,8,140,6,Australia
2020-04-02,15,13,0.0,5.7,3,64,03:07 PM,12:08 AM,07:17 AM,06:56 PM,13,14,14,14,9,80,95,17.1,1013,15,7,161,6,Australia
2020-04-03,17,12,0.0,7.2,3,71,03:57 PM,01:08 AM,07:18 AM,06:55 PM,12,14,14,14,10,78,90,18.2,1006,17,5,280,6,Australia
2020-04-04,14,8,0.0,5.7,3,79,04:42 PM,02:14 AM,07:19 AM,06:53 PM,9,10,12,10,33,80,79,12.8,1001,14,9,295,25,Australia
2020-04-05,12,5,0.0,8.6,2,87,05:24 PM,03:24 AM,07:19 AM,06:52 PM,3,6,9,6,28,31,67,0.1,1013,12,10,295,21,Australia
2020-04-06,17,9,0.0,10.1,3,94,06:02 PM,04:35 AM,07:20 AM,06:51 PM,7,11,13,11,17,56,74,0.2,1018,17,10,261,12,Australia
2020-04-07,16,9,0.0,7.1,3,100,06:37 PM,05:48 AM,07:21 AM,06:49 PM,8,11,12,11,9,75,80,0.8,1023,16,9,102,6,Australia
2020-04-08,16,9,0.0,7.1,3,100,07:13 PM,07:01 AM,07:22 AM,06:48 PM,9,11,12,11,13,63,83,4.4,1022,16,10,110,8,Australia
2020-04-09,16,9,0.0,5.6,3,83,07:50 PM,08:13 AM,07:23 AM,06:46 PM,9,11,12,11,15,87,83,1.0,1026,16,9,123,11,Australia
2020-04-10,17,11,0.0,5.6,3,76,08:28 PM,09:27 AM,07:23 AM,06:45 PM,11,13,14,13,16,85,86,11.9,1017,17,9,205,10,Australia
2020-04-11,13,5,0.0,8.6,3,68,09:12 PM,10:38 AM,07:24 AM,06:44 PM,5,7,10,7,34,36,75,0.2,1006,13,10,284,24,Australia
2020-04-12,15,3,0.0,11.2,4,61,09:59 PM,11:47 AM,07:25 AM,06:42 PM,2,8,9,8,10,3,70,0.0,1015,15,10,270,7,Australia
2020-04-13,17,6,0.0,10.1,3,53,10:51 PM,12:51 PM,07:26 AM,06:41 PM,6,11,11,11,6,43,73,0.0,1020,17,10,255,4,Australia
2020-04-14,20,7,0.0,11.1,5,46,11:47 PM,01:49 PM,07:27 AM,06:40 PM,7,13,14,13,5,9,73,0.0,1024,20,10,234,4,Australia
2020-04-15,22,11,0.0,11.1,5,38,No moonrise,02:38 PM,07:27 AM,06:38 PM,9,16,18,16,10,11,67,0.0,1022,22,10,280,7,Australia
2020-04-16,22,12,0.0,11.1,5,30,12:45 AM,03:22 PM,07:28 AM,06:37 PM,9,16,18,16,29,16,63,0.0,1012,22,10,311,20,Australia
2020-04-17,17,9,0.0,11.1,4,23,01:44 AM,03:59 PM,07:29 AM,06:36 PM,5,12,13,12,23,0,64,0.0,1011,17,10,303,15,Australia
2020-04-18,17,4,0.0,11.1,3,15,02:41 AM,04:31 PM,07:30 AM,06:35 PM,4,11,12,11,9,7,72,0.0,1013,17,9,280,6,Australia
2020-04-19,16,5,0.0,11.0,4,8,03:38 AM,05:00 PM,07:31 AM,06:33 PM,4,10,11,10,7,18,71,0.0,1015,16,10,161,4,Australia
2020-04-20,13,8,0.0,7.0,3,0,04:33 AM,05:28 PM,07:31 AM,06:32 PM,6,9,10,9,18,58,74,0.0,1015,13,10,301,13,Australia
2020-04-21,18,8,0.0,11.0,4,0,05:29 AM,05:54 PM,07:32 AM,06:31 PM,7,12,13,12,20,20,72,0.0,1017,18,10,300,13,Australia
2020-04-22,18,7,0.0,11.0,4,0,06:23 AM,06:20 PM,07:33 AM,06:30 PM,5,12,13,12,18,9,67,0.0,1019,18,10,292,12,Australia
2020-04-23,17,6,0.0,11.0,3,0,07:19 AM,06:48 PM,07:34 AM,06:29 PM,5,12,12,12,12,27,69,0.0,1019,17,10,263,9,Australia
2020-04-24,20,8,0.0,10.9,5,7,08:15 AM,07:18 PM,07:35 AM,06:27 PM,8,14,15,14,14,13,73,0.0,1017,20,10,308,10,Australia
2020-04-25,19,7,0.0,10.9,4,15,09:13 AM,07:51 PM,07:35 AM,06:26 PM,8,13,13,13,11,11,78,0.0,1020,19,10,257,8,Australia
2020-04-26,13,10,0.0,5.4,3,22,10:11 AM,08:29 PM,07:36 AM,06:25 PM,10,10,11,10,22,60,89,5.9,1015,13,6,308,15,Australia
2020-04-27,17,9,0.0,10.1,3,30,11:11 AM,09:12 PM,07:37 AM,06:24 PM,8,13,13,13,6,44,81,0.0,1022,17,6,292,5,Australia
2020-04-28,19,7,0.0,10.1,4,37,12:08 PM,10:02 PM,07:38 AM,06:23 PM,9,13,14,13,10,46,79,0.2,1021,19,8,181,7,Australia
2020-04-29,15,10,0.0,7.0,3,45,01:03 PM,10:59 PM,07:39 AM,06:22 PM,12,12,13,12,25,81,91,13.1,1012,15,8,282,16,Australia
2020-04-30,8,5,0.0,7.0,2,52,01:53 PM,No moonset,07:40 AM,06:21 PM,7,5,8,5,25,77,92,45.4,1007,8,7,317,17,Australia
2020-05-01,4,-1,0.0,5.4,1,58,02:39 PM,12:01 AM,07:40 AM,06:20 PM,3,-1,3,-1,40,95,92,10.7,1005,4,9,300,29,Australia
2020-05-02,6,1,0.0,10.0,2,65,03:20 PM,01:07 AM,07:41 AM,06:19 PM,2,-0,4,-0,37,68,81,3.1,1006,6,7,289,26,Australia
2020-05-03,12,1,0.0,10.8,2,72,03:57 PM,02:16 AM,07:42 AM,06:18 PM,2,5,7,5,12,20,78,0.0,1018,12,9,248,7,Australia
2020-05-04,13,2,0.0,10.7,3,80,04:32 PM,03:26 AM,07:43 AM,06:17 PM,3,7,8,7,10,12,77,0.0,1026,13,10,163,6,Australia
2020-05-05,15,3,0.0,10.7,4,87,05:07 PM,04:36 AM,07:44 AM,06:16 PM,5,9,10,9,7,2,78,0.0,1030,15,10,253,4,Australia
2020-05-06,15,5,0.0,6.9,3,94,05:42 PM,05:48 AM,07:44 AM,06:15 PM,5,9,10,9,10,52,78,0.0,1027,15,10,306,7,Australia
2020-05-07,16,6,0.0,10.0,3,100,06:19 PM,07:00 AM,07:45 AM,06:14 PM,7,9,10,9,20,41,81,0.1,1021,16,9,308,13,Australia
2020-05-08,17,8,0.0,10.7,3,100,07:00 PM,08:13 AM,07:46 AM,06:13 PM,9,11,13,11,23,35,83,0.1,1016,17,7,328,14,Australia
2020-05-09,14,7,0.0,10.0,4,84,07:46 PM,09:25 AM,07:47 AM,06:12 PM,7,9,12,9,32,53,80,3.6,1012,14,10,311,21,Australia
