date_time,Haiti_maxtempC,Haiti_mintempC,Haiti_totalSnow_cm,Haiti_sunHour,Haiti_uvIndex,Haiti_moon_illumination,Haiti_moonrise,Haiti_moonset,Haiti_sunrise,Haiti_sunset,Haiti_DewPointC,Haiti_FeelsLikeC,Haiti_HeatIndexC,Haiti_WindChillC,Haiti_WindGustKmph,Haiti_cloudcover,Haiti_humidity,Haiti_precipMM,Haiti_pressure,Haiti_tempC,Haiti_visibility,Haiti_winddirDegree,Haiti_windspeedKmph,Haiti_location
2020-09-24,33,20,0.0,11.6,6,47,12:55 PM,No moonset,05:39 AM,05:44 PM,21,30,30,27,7,45,75,2.6,1014,33,10,174,5,Haiti
2020-09-25,33,20,0.0,11.6,6,55,01:49 PM,12:09 AM,05:39 AM,05:43 PM,21,30,30,27,8,30,75,4.1,1015,33,10,171,5,Haiti
2020-09-26,31,20,0.0,11.6,6,62,02:38 PM,01:05 AM,05:39 AM,05:42 PM,20,28,28,26,7,45,78,10.7,1014,31,9,166,4,Haiti
2020-09-27,31,20,0.0,11.6,6,70,03:24 PM,02:01 AM,05:39 AM,05:41 PM,19,27,27,25,5,30,75,1.3,1012,31,10,159,4,Haiti
2020-09-28,31,19,0.0,10.2,6,78,04:04 PM,02:54 AM,05:40 AM,05:40 PM,20,28,28,25,6,32,76,5.0,1011,31,10,168,4,Haiti
2020-09-29,29,20,0.0,8.8,6,85,04:41 PM,03:46 AM,05:40 AM,05:39 PM,20,28,28,25,11,51,78,4.7,1012,29,9,114,7,Haiti
2020-09-30,31,19,0.0,8.8,6,93,05:17 PM,04:35 AM,05:40 AM,05:38 PM,20,29,29,26,9,56,75,1.4,1013,31,10,98,5,Haiti
2020-10-01,32,19,0.0,10.2,6,97,05:50 PM,05:24 AM,05:40 AM,05:38 PM,20,29,29,26,11,57,76,7.5,1012,32,9,156,6,Haiti
2020-10-02,32,19,0.0,8.8,6,100,06:24 PM,06:11 AM,05:40 AM,05:37 PM,20,30,30,27,10,35,75,11.7,1011,32,9,101,6,Haiti
2020-10-03,32,20,0.0,10.2,6,89,06:58 PM,06:59 AM,05:41 AM,05:36 PM,19,29,29,27,11,16,70,0.1,1011,32,10,112,8,Haiti
2020-10-04,29,18,0.0,10.2,6,82,07:34 PM,07:48 AM,05:41 AM,05:35 PM,19,25,25,23,13,45,81,10.9,1011,29,9,103,8,Haiti
2020-10-05,30,18,0.0,10.2,6,74,08:12 PM,08:37 AM,05:41 AM,05:34 PM,19,26,26,24,6,49,76,1.3,1012,30,10,119,4,Haiti
2020-10-06,31,19,0.0,10.2,6,67,08:53 PM,09:28 AM,05:41 AM,05:34 PM,21,29,29,26,6,39,80,8.1,1012,31,9,166,4,Haiti
2020-10-07,31,18,0.0,6.0,6,60,09:39 PM,10:20 AM,05:42 AM,05:33 PM,20,27,27,25,7,76,80,19.3,1012,31,8,142,4,Haiti
2020-10-08,30,18,0.0,10.2,6,53,10:28 PM,11:13 AM,05:42 AM,05:32 PM,20,26,26,24,7,36,79,8.7,1013,30,9,144,4,Haiti
2020-10-09,31,20,0.0,11.6,6,45,11:23 PM,12:07 PM,05:42 AM,05:31 PM,21,28,28,25,8,34,81,9.0,1014,31,9,162,5,Haiti
2020-10-10,31,19,0.0,11.6,6,38,No moonrise,01:00 PM,05:42 AM,05:30 PM,21,28,28,25,6,46,82,4.4,1014,31,10,175,4,Haiti
2020-10-11,31,18,0.0,10.2,6,31,12:19 AM,01:51 PM,05:43 AM,05:30 PM,20,26,26,24,6,48,83,12.5,1013,31,9,168,4,Haiti
2020-10-12,31,19,0.0,8.8,6,23,01:20 AM,02:39 PM,05:43 AM,05:29 PM,20,26,26,24,8,63,82,16.6,1012,31,9,139,4,Haiti
2020-10-13,30,20,0.0,11.6,6,16,02:20 AM,03:26 PM,05:43 AM,05:28 PM,21,27,27,25,8,37,81,2.7,1011,30,10,155,5,Haiti
2020-10-14,31,19,0.0,11.6,6,9,03:22 AM,04:10 PM,05:43 AM,05:27 PM,20,26,26,24,8,31,78,3.7,1011,31,10,170,4,Haiti
2020-10-15,31,19,0.0,10.2,6,2,04:23 AM,04:54 PM,05:44 AM,05:27 PM,21,27,27,25,7,48,82,10.6,1012,31,9,165,4,Haiti
2020-10-16,31,20,0.0,10.2,6,0,05:26 AM,05:39 PM,05:44 AM,05:26 PM,21,28,28,25,6,38,81,9.4,1012,31,9,155,4,Haiti
2020-10-17,31,20,0.0,5.9,6,0,06:29 AM,06:25 PM,05:44 AM,05:25 PM,21,29,29,26,7,67,81,25.9,1012,31,8,113,4,Haiti
2020-10-18,30,19,0.0,7.3,6,5,07:34 AM,07:14 PM,05:44 AM,05:25 PM,21,28,28,25,7,69,82,11.4,1011,30,9,172,4,Haiti
2020-10-19,30,20,0.0,11.6,6,13,08:39 AM,08:07 PM,05:45 AM,05:24 PM,21,28,28,25,6,44,81,1.5,1010,30,10,161,4,Haiti
2020-10-20,30,17,0.0,8.7,6,20,09:44 AM,09:03 PM,05:45 AM,05:23 PM,20,27,27,24,7,53,81,12.2,1011,30,9,162,4,Haiti
2020-10-21,30,18,0.0,7.3,6,27,10:46 AM,10:00 PM,05:45 AM,05:23 PM,20,27,27,25,8,65,80,11.8,1012,30,9,148,5,Haiti
2020-10-22,30,18,0.0,7.3,6,35,11:44 AM,10:59 PM,05:46 AM,05:22 PM,20,26,26,24,8,59,82,21.4,1013,30,8,150,4,Haiti
2020-10-23,31,20,0.0,11.6,6,42,12:36 PM,11:56 PM,05:46 AM,05:21 PM,20,27,27,25,6,43,77,2.2,1013,31,10,143,4,Haiti
2020-10-24,31,19,0.0,10.2,6,49,01:23 PM,No moonset,05:46 AM,05:21 PM,21,28,28,25,8,34,79,6.1,1013,31,10,87,5,Haiti
2020-10-25,31,18,0.0,11.6,6,56,02:05 PM,12:50 AM,05:47 AM,05:20 PM,20,27,27,25,7,39,79,1.0,1013,31,10,97,4,Haiti
2020-10-26,31,18,0.0,11.6,6,64,02:43 PM,01:43 AM,05:47 AM,05:20 PM,20,27,27,24,7,27,78,0.8,1014,31,10,135,5,Haiti
2020-10-27,30,18,0.0,11.6,6,71,03:18 PM,02:32 AM,05:48 AM,05:19 PM,20,28,28,25,7,38,81,0.6,1013,30,10,125,5,Haiti
2020-10-28,30,19,0.0,11.6,6,78,03:52 PM,03:21 AM,05:48 AM,05:18 PM,20,26,26,24,8,30,80,7.5,1012,30,9,112,5,Haiti
2020-10-29,30,19,0.0,11.6,6,85,04:25 PM,04:08 AM,05:48 AM,05:18 PM,21,26,26,24,6,37,82,0.6,1011,30,10,148,4,Haiti
2020-10-30,30,20,0.0,10.2,6,93,04:59 PM,04:56 AM,05:49 AM,05:17 PM,21,28,28,25,6,36,80,7.6,1012,30,9,145,4,Haiti
2020-10-31,31,20,0.0,11.6,6,97,05:34 PM,05:44 AM,05:49 AM,05:17 PM,21,29,29,25,9,59,81,4.8,1012,31,9,111,6,Haiti
2020-11-01,30,19,0.0,11.6,6,89,06:11 PM,06:33 AM,05:50 AM,05:16 PM,20,28,28,25,11,18,76,0.1,1013,30,10,98,8,Haiti
2020-11-02,31,19,0.0,11.6,7,81,06:52 PM,07:24 AM,05:50 AM,05:16 PM,19,27,27,25,9,10,74,0.0,1011,31,10,111,6,Haiti
2020-11-03,29,20,0.0,10.2,6,74,07:36 PM,08:16 AM,05:50 AM,05:16 PM,21,27,27,24,10,68,85,19.2,1012,29,9,115,6,Haiti
2020-11-04,26,18,0.0,10.2,5,66,08:24 PM,09:09 AM,05:51 AM,05:15 PM,19,22,22,21,10,56,87,25.9,1014,26,9,110,6,Haiti
2020-11-05,28,18,0.0,11.6,6,58,09:16 PM,10:02 AM,05:51 AM,05:15 PM,18,25,25,23,7,49,76,0.7,1013,28,10,138,5,Haiti
2020-11-06,29,17,0.0,10.2,6,51,10:11 PM,10:54 AM,05:52 AM,05:14 PM,18,24,24,23,6,57,78,1.1,1011,29,10,130,4,Haiti
2020-11-07,28,18,0.0,11.6,6,43,11:08 PM,11:45 AM,05:52 AM,05:14 PM,18,24,24,23,8,49,79,0.1,1011,28,10,124,5,Haiti
2020-11-08,27,18,0.0,8.7,5,36,No moonrise,12:33 PM,05:53 AM,05:14 PM,19,23,23,22,13,57,85,1.0,1010,27,10,138,7,Haiti
2020-11-09,30,19,0.0,10.2,6,28,12:07 AM,01:18 PM,05:53 AM,05:13 PM,21,27,27,24,10,54,83,11.1,1012,30,9,144,6,Haiti
2020-11-10,30,19,0.0,10.1,6,21,01:06 AM,02:02 PM,05:54 AM,05:13 PM,19,26,26,24,6,51,80,8.3,1012,30,9,171,4,Haiti
2020-11-11,28,19,0.0,10.1,6,13,02:05 AM,02:44 PM,05:54 AM,05:13 PM,20,25,25,23,5,56,87,9.9,1011,28,9,176,4,Haiti
2020-11-12,29,18,0.0,10.1,6,6,03:05 AM,03:27 PM,05:55 AM,05:12 PM,20,25,25,23,10,43,85,6.4,1011,29,9,78,6,Haiti
2020-11-13,29,19,0.0,11.6,6,0,04:06 AM,04:11 PM,05:55 AM,05:12 PM,20,26,26,24,10,32,84,2.2,1012,29,10,80,6,Haiti
2020-11-14,29,18,0.0,11.6,7,0,05:10 AM,04:59 PM,05:56 AM,05:12 PM,19,26,26,24,10,5,77,0.0,1012,29,10,84,7,Haiti
2020-11-15,30,18,0.0,11.6,7,0,06:15 AM,05:50 PM,05:56 AM,05:12 PM,20,27,27,24,10,3,78,0.0,1013,30,10,85,7,Haiti
2020-11-16,28,19,0.0,11.6,6,2,07:22 AM,06:45 PM,05:57 AM,05:12 PM,20,25,25,24,8,24,81,0.6,1013,28,10,78,5,Haiti
2020-11-17,29,18,0.0,11.5,5,9,08:28 AM,07:45 PM,05:57 AM,05:11 PM,18,23,23,22,7,15,78,0.2,1013,29,10,172,4,Haiti
2020-11-18,29,17,0.0,10.1,6,17,09:31 AM,08:45 PM,05:58 AM,05:11 PM,18,25,25,23,8,40,80,11.1,1013,29,9,144,5,Haiti
2020-11-19,29,17,0.0,10.1,6,24,10:27 AM,09:45 PM,05:59 AM,05:11 PM,19,25,25,23,8,49,83,5.9,1014,29,9,104,5,Haiti
2020-11-20,28,19,0.0,10.1,6,32,11:18 AM,10:42 PM,05:59 AM,05:11 PM,20,25,25,23,8,51,83,10.1,1014,28,9,106,5,Haiti
2020-11-21,28,18,0.0,11.1,6,39,12:03 PM,11:37 PM,06:00 AM,05:11 PM,19,25,25,23,8,30,80,2.6,1013,28,10,75,5,Haiti
2020-11-22,29,18,0.0,10.1,6,47,12:43 PM,No moonset,06:00 AM,05:11 PM,19,26,26,24,6,46,82,3.8,1013,29,10,122,4,Haiti
2020-11-23,29,18,0.0,8.7,6,54,01:19 PM,12:28 AM,06:01 AM,05:11 PM,21,26,26,24,6,40,84,4.6,1013,29,10,177,4,Haiti
2020-11-24,28,19,0.0,5.7,5,62,01:54 PM,01:18 AM,06:01 AM,05:11 PM,19,24,24,22,10,60,85,6.4,1014,28,10,98,6,Haiti
2020-11-25,28,18,0.0,8.7,6,70,02:27 PM,02:05 AM,06:02 AM,05:11 PM,20,25,25,23,8,31,85,0.2,1015,28,10,59,5,Haiti
2020-11-26,29,17,0.0,8.7,6,77,03:00 PM,02:52 AM,06:03 AM,05:11 PM,19,25,25,23,8,25,82,0.4,1014,29,10,112,5,Haiti
2020-11-27,29,17,0.0,8.7,6,85,03:35 PM,03:40 AM,06:03 AM,05:11 PM,18,25,25,23,6,13,81,0.1,1014,29,10,152,4,Haiti
2020-11-28,29,18,0.0,8.7,7,92,04:11 PM,04:28 AM,06:04 AM,05:11 PM,18,26,26,24,5,1,76,0.0,1014,29,10,145,4,Haiti
2020-11-29,28,16,0.0,7.2,5,100,04:50 PM,05:19 AM,06:04 AM,05:11 PM,18,23,23,22,7,39,83,1.3,1015,28,10,98,5,Haiti
2020-11-30,27,17,0.0,8.7,5,100,05:34 PM,06:11 AM,06:05 AM,05:11 PM,18,24,24,22,7,22,82,0.3,1015,27,10,154,5,Haiti
2020-12-01,29,19,0.0,8.7,7,89,06:21 PM,07:04 AM,06:06 AM,05:12 PM,18,25,25,23,6,2,75,0.0,1014,29,10,165,4,Haiti
2020-12-02,28,16,0.0,8.7,5,82,07:12 PM,07:58 AM,06:06 AM,05:12 PM,18,24,24,22,7,21,79,0.1,1015,28,10,102,5,Haiti
2020-12-03,28,16,0.0,7.2,5,75,08:06 PM,08:51 AM,06:07 AM,05:12 PM,18,24,24,22,9,32,80,0.6,1015,28,10,109,6,Haiti
2020-12-04,28,17,0.0,8.7,5,67,09:03 PM,09:43 AM,06:07 AM,05:12 PM,19,24,24,22,6,31,82,0.3,1016,28,10,167,4,Haiti
2020-12-05,28,16,0.0,8.7,6,60,10:00 PM,10:31 AM,06:08 AM,05:12 PM,19,25,25,23,4,34,82,0.5,1016,28,10,161,3,Haiti
2020-12-06,28,17,0.0,8.7,6,53,10:58 PM,11:16 AM,06:09 AM,05:13 PM,18,25,25,23,5,24,79,0.2,1015,28,10,164,4,Haiti
2020-12-07,28,18,0.0,8.7,5,46,11:55 PM,11:59 AM,06:09 AM,05:13 PM,18,25,25,23,5,21,78,0.1,1014,28,10,180,3,Haiti
2020-12-08,28,17,0.0,8.7,6,38,No moonrise,12:40 PM,06:10 AM,05:13 PM,18,25,25,23,5,20,81,0.4,1015,28,10,181,3,Haiti
2020-12-09,28,17,0.0,7.2,5,31,12:52 AM,01:21 PM,06:10 AM,05:13 PM,18,24,24,22,5,30,82,0.6,1016,28,10,178,4,Haiti
2020-12-10,27,16,0.0,7.2,5,24,01:51 AM,02:03 PM,06:11 AM,05:14 PM,19,24,24,22,8,64,86,4.6,1015,27,10,147,5,Haiti
2020-12-11,28,16,0.0,7.2,6,17,02:51 AM,02:47 PM,06:12 AM,05:14 PM,18,25,25,23,8,37,83,1.7,1015,28,10,111,5,Haiti
2020-12-12,28,15,0.0,7.2,6,9,03:54 AM,03:35 PM,06:12 AM,05:15 PM,17,24,24,22,6,29,77,0.8,1015,28,10,113,4,Haiti
2020-12-13,29,17,0.0,7.2,6,2,04:58 AM,04:27 PM,06:13 AM,05:15 PM,18,24,24,22,7,16,78,0.1,1016,29,10,156,4,Haiti
2020-12-14,29,18,0.0,8.7,6,0,06:05 AM,05:25 PM,06:13 AM,05:15 PM,19,26,26,24,5,14,81,0.2,1015,29,10,173,4,Haiti
2020-12-15,29,17,0.0,8.7,6,0,07:10 AM,06:25 PM,06:14 AM,05:16 PM,19,26,26,24,5,36,82,0.4,1014,29,10,171,3,Haiti
2020-12-16,29,17,0.0,8.7,6,5,08:11 AM,07:27 PM,06:14 AM,05:16 PM,18,24,24,23,6,18,78,0.1,1014,29,10,96,4,Haiti
2020-12-17,28,17,0.0,8.7,5,12,09:06 AM,08:27 PM,06:15 AM,05:17 PM,18,24,24,22,6,16,77,0.1,1015,28,10,177,4,Haiti
2020-12-18,29,17,0.0,8.7,6,20,09:55 AM,09:25 PM,06:15 AM,05:17 PM,18,24,24,23,6,24,81,0.1,1016,29,10,99,4,Haiti
2020-12-19,29,18,0.0,8.7,6,27,10:38 AM,10:19 PM,06:16 AM,05:18 PM,19,25,25,24,7,32,81,0.3,1015,29,10,128,5,Haiti
2020-12-20,29,18,0.0,8.7,6,34,11:17 AM,11:11 PM,06:17 AM,05:18 PM,19,26,26,24,7,25,77,0.4,1015,29,10,112,5,Haiti
2020-12-21,30,18,0.0,8.7,6,41,11:53 AM,11:59 PM,06:17 AM,05:19 PM,18,25,25,23,6,14,75,0.1,1016,30,10,183,4,Haiti
2020-12-22,29,19,0.0,8.7,6,49,12:26 PM,No moonset,06:17 AM,05:19 PM,18,26,26,23,6,16,77,0.1,1016,29,10,164,4,Haiti
2020-12-23,29,17,0.0,8.7,7,56,01:00 PM,12:47 AM,06:18 AM,05:20 PM,17,24,24,23,7,10,75,0.0,1016,29,10,126,5,Haiti
2020-12-24,29,18,0.0,8.7,7,63,01:34 PM,01:35 AM,06:18 AM,05:20 PM,17,26,26,24,7,12,72,0.0,1015,29,10,154,5,Haiti
2020-12-25,28,18,0.0,8.7,6,70,02:09 PM,02:22 AM,06:19 AM,05:21 PM,18,25,25,23,5,24,79,0.4,1014,28,10,166,4,Haiti
2020-12-26,27,17,0.0,7.2,5,78,02:47 PM,03:12 AM,06:19 AM,05:21 PM,18,23,23,22,6,31,82,1.3,1012,27,10,176,4,Haiti
2020-12-27,27,17,0.0,7.2,5,85,03:29 PM,04:03 AM,06:20 AM,05:22 PM,18,25,25,23,6,60,82,4.6,1013,27,10,165,4,Haiti
2020-12-28,27,16,0.0,8.7,5,92,04:15 PM,04:57 AM,06:20 AM,05:22 PM,17,23,23,22,6,37,81,0.3,1015,27,10,174,4,Haiti
2020-12-29,27,16,0.0,8.7,6,100,05:06 PM,05:51 AM,06:21 AM,05:23 PM,17,24,24,22,10,20,79,0.0,1015,27,10,44,6,Haiti
2020-12-30,28,17,0.0,8.7,6,100,06:00 PM,06:45 AM,06:21 AM,05:24 PM,17,24,24,23,8,4,75,0.0,1015,28,10,66,6,Haiti
2020-12-31,28,17,0.0,8.7,7,89,06:57 PM,07:39 AM,06:21 AM,05:24 PM,15,24,24,23,10,3,70,0.0,1016,28,10,82,7,Haiti
2021-01-01,29,16,0.0,8.7,7,79,07:55 PM,08:28 AM,06:22 AM,05:25 PM,15,24,24,23,13,4,68,0.0,1018,29,10,89,9,Haiti
2021-01-02,29,17,0.0,8.7,7,71,08:53 PM,09:15 AM,06:22 AM,05:25 PM,17,25,25,23,10,0,71,0.0,1018,29,10,78,7,Haiti
2021-01-03,29,20,0.0,8.7,6,64,09:51 PM,09:59 AM,06:22 AM,05:26 PM,18,24,24,23,6,1,74,0.0,1017,29,10,105,5,Haiti
2021-01-04,28,19,0.0,8.7,7,57,10:47 PM,10:40 AM,06:23 AM,05:27 PM,17,25,25,23,5,1,70,0.0,1015,28,10,183,4,Haiti
2021-01-05,29,19,0.0,8.7,7,50,11:44 PM,11:21 AM,06:23 AM,05:27 PM,17,26,26,24,4,0,71,0.0,1015,29,10,177,3,Haiti
2021-01-06,28,18,0.0,8.7,6,42,No moonrise,12:00 PM,06:23 AM,05:28 PM,15,24,24,23,6,5,68,0.0,1015,28,10,113,4,Haiti
2021-01-07,26,15,0.0,8.7,5,35,12:41 AM,12:42 PM,06:23 AM,05:28 PM,14,22,22,21,8,34,69,0.7,1015,26,10,166,5,Haiti
2021-01-08,28,16,0.0,8.7,5,28,01:41 AM,01:27 PM,06:24 AM,05:29 PM,17,24,24,22,7,31,79,0.3,1015,28,10,164,5,Haiti
2021-01-09,29,18,0.0,7.2,6,20,02:42 AM,02:15 PM,06:24 AM,05:30 PM,18,24,24,23,7,29,76,0.6,1016,29,10,131,5,Haiti
2021-01-10,28,18,0.0,7.2,5,13,03:46 AM,03:09 PM,06:24 AM,05:30 PM,18,24,24,23,10,39,79,0.1,1017,28,10,111,6,Haiti
2021-01-11,30,16,0.0,8.7,7,6,04:50 AM,04:07 PM,06:24 AM,05:31 PM,17,25,25,24,9,15,73,0.0,1017,30,10,87,6,Haiti
2021-01-12,29,17,0.0,7.2,6,0,05:53 AM,05:08 PM,06:24 AM,05:32 PM,16,26,26,24,8,19,71,0.0,1018,29,10,137,5,Haiti
2021-01-13,30,16,0.0,8.7,7,0,06:51 AM,06:09 PM,06:24 AM,05:32 PM,14,25,25,23,8,9,65,0.0,1016,30,10,113,5,Haiti
2021-01-14,30,16,0.0,8.7,7,1,07:44 AM,07:09 PM,06:24 AM,05:33 PM,16,25,25,23,8,10,72,0.0,1015,30,10,173,5,Haiti
2021-01-15,29,16,0.0,7.2,6,8,08:30 AM,08:06 PM,06:24 AM,05:34 PM,16,24,24,23,6,22,70,0.1,1014,29,10,114,4,Haiti
2021-01-16,31,18,0.0,8.7,7,16,09:12 AM,09:00 PM,06:24 AM,05:34 PM,16,24,24,24,7,9,68,0.0,1015,31,10,171,4,Haiti
2021-01-17,29,17,0.0,8.7,7,23,09:49 AM,09:50 PM,06:25 AM,05:35 PM,16,25,25,23,7,8,70,0.0,1015,29,10,170,5,Haiti
2021-01-18,30,19,0.0,8.7,7,30,10:24 AM,10:39 PM,06:25 AM,05:35 PM,17,26,26,24,6,10,71,0.0,1017,30,10,164,4,Haiti
2021-01-19,29,17,0.0,8.7,7,38,10:58 AM,11:27 PM,06:25 AM,05:36 PM,17,26,26,24,8,9,76,0.0,1017,29,10,128,5,Haiti
2021-01-20,29,18,0.0,8.7,7,45,11:32 AM,No moonset,06:24 AM,05:37 PM,17,26,26,24,8,25,72,0.1,1016,29,10,135,5,Haiti
2021-01-21,28,16,0.0,8.7,5,52,12:06 PM,12:15 AM,06:24 AM,05:37 PM,17,24,24,22,7,43,78,1.1,1015,28,10,164,5,Haiti
2021-01-22,29,18,0.0,8.7,6,59,12:43 PM,01:04 AM,06:24 AM,05:38 PM,18,25,25,24,7,41,78,0.6,1015,29,10,131,5,Haiti
2021-01-23,30,18,0.0,8.7,7,67,01:23 PM,01:54 AM,06:24 AM,05:39 PM,18,26,26,24,7,15,74,0.1,1016,30,10,130,4,Haiti
2021-01-24,29,17,0.0,8.7,6,74,02:07 PM,02:46 AM,06:24 AM,05:39 PM,18,26,26,24,8,28,75,0.3,1015,29,10,167,5,Haiti
2021-01-25,29,16,0.0,8.7,7,81,02:56 PM,03:40 AM,06:24 AM,05:40 PM,17,25,25,23,9,6,73,0.0,1015,29,10,133,6,Haiti
2021-01-26,30,16,0.0,8.7,7,88,03:49 PM,04:35 AM,06:24 AM,05:40 PM,16,26,26,24,8,16,68,0.0,1016,30,10,140,5,Haiti
2021-01-27,29,18,0.0,8.7,7,96,04:46 PM,05:29 AM,06:24 AM,05:41 PM,17,26,26,24,8,9,70,0.0,1016,29,10,169,5,Haiti
2021-01-28,30,16,0.0,8.7,7,100,05:45 PM,06:21 AM,06:23 AM,05:41 PM,17,25,25,23,8,13,74,0.3,1016,30,10,191,5,Haiti
2021-01-29,29,15,0.0,8.7,7,90,06:44 PM,07:10 AM,06:23 AM,05:42 PM,16,25,25,23,9,18,73,0.1,1015,29,10,145,6,Haiti
2021-01-30,27,16,0.0,7.2,5,82,07:44 PM,07:56 AM,06:23 AM,05:43 PM,16,24,24,22,12,38,77,0.2,1017,27,10,95,7,Haiti
2021-01-31,29,16,0.0,7.2,6,79,08:42 PM,08:39 AM,06:23 AM,05:43 PM,16,24,24,23,11,35,74,0.2,1016,29,10,106,7,Haiti
2021-02-01,29,16,0.0,8.7,6,63,09:40 PM,09:20 AM,06:22 AM,05:44 PM,17,25,25,23,8,41,74,0.2,1015,29,10,168,5,Haiti
2021-02-02,29,18,0.0,7.2,6,55,10:37 PM,10:01 AM,06:22 AM,05:44 PM,18,25,25,23,7,36,76,5.6,1014,29,10,227,5,Haiti
2021-02-03,26,19,0.0,5.7,5,48,11:36 PM,10:41 AM,06:22 AM,05:45 PM,18,23,23,22,8,70,82,5.6,1015,26,10,166,6,Haiti
2021-02-04,28,17,0.0,8.7,6,40,No moonrise,11:25 AM,06:22 AM,05:45 PM,17,25,25,23,10,27,78,0.2,1016,28,10,92,7,Haiti
2021-02-05,30,17,0.0,8.7,6,33,12:35 AM,12:11 PM,06:21 AM,05:46 PM,17,25,25,24,10,37,75,0.6,1016,30,10,132,6,Haiti
2021-02-06,31,17,0.0,8.7,7,25,01:37 AM,01:01 PM,06:21 AM,05:46 PM,17,27,27,25,11,15,68,0.1,1016,31,10,103,7,Haiti
2021-02-07,30,18,0.0,8.7,7,18,02:39 AM,01:56 PM,06:20 AM,05:47 PM,16,25,25,24,8,7,65,0.0,1016,30,10,142,5,Haiti
